index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Camden,Tarboro,979,206,208,57,0,471,48,56,76,0,180,6,7,2,0,15,666,
1,Camden,Waverly,1530,261,464,142,0,867,68,95,158,0,321,12,8,9,0,29,1217,
2,Camden,Woodbine,1973,241,457,101,1,800,89,236,182,0,507,18,19,7,0,44,1351,
3,Camden,Browntown,698,114,199,48,0,361,11,20,35,0,66,10,14,8,0,32,459,
4,Camden,Harrietts Bluff,1834,342,559,133,0,1034,37,138,91,1,267,31,28,5,0,64,1365,
5,Camden,West Kingsland,2782,279,856,164,0,1299,76,249,110,0,435,27,55,10,0,92,1826,
6,Camden,North Kingsland,2599,175,470,70,0,715,112,385,232,0,729,29,44,16,0,89,1533,
7,Camden,Kingsland,2274,161,478,90,0,729,71,239,130,0,440,24,40,6,0,70,1239,
8,Camden,East Kingsland,6866,458,1877,393,0,2728,162,811,463,0,1436,67,137,47,0,251,4415,
9,Camden,North St Marys,2095,135,309,72,0,516,78,187,91,1,357,35,24,14,0,73,946,
10,Camden,St Marys,3218,315,689,160,0,1164,121,376,257,0,754,46,68,29,0,143,2061,
11,Camden,South St Marys,2139,194,619,152,2,967,42,228,222,0,492,17,38,20,0,75,1534,
12,Camden,Mush Bluff,2816,295,804,182,0,1281,79,286,203,1,569,24,66,18,0,108,1958,
13,Camden,West St Marys,3147,210,1183,383,0,1776,42,304,256,0,602,21,50,20,0,91,2469,
