index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Camden,Tarboro,979,214,212,54,0,480,50,57,74,0,181,3,9,2,0,14,675,
1,Camden,Waverly,1530,266,467,143,0,876,77,101,152,0,330,11,4,6,0,21,1227,
2,Camden,Woodbine,1973,255,468,101,1,825,95,247,178,0,520,11,14,8,0,33,1378,
3,Camden,Browntown,698,120,202,50,0,372,11,23,33,0,67,6,11,4,0,21,460,
4,Camden,Harrietts Bluff,1834,353,571,129,0,1053,46,148,86,1,281,21,19,8,0,48,1382,
5,Camden,West Kingsland,2782,278,887,160,0,1325,90,264,106,0,460,23,36,12,0,71,1856,
6,Camden,North Kingsland,2599,183,473,71,0,727,129,403,226,0,758,17,43,16,0,76,1561,
7,Camden,Kingsland,2274,164,498,82,0,744,76,252,130,0,458,23,24,12,0,59,1261,
8,Camden,East Kingsland,6866,480,1911,392,0,2783,175,854,462,0,1491,49,104,31,0,184,4458,
9,Camden,North St Marys,2095,135,314,75,0,524,91,193,91,1,376,30,19,12,0,61,961,
10,Camden,St Marys,3218,336,707,163,0,1206,128,408,257,0,793,34,47,20,0,101,2100,
11,Camden,South St Marys,2139,202,637,161,3,1003,44,249,223,0,516,12,18,8,0,38,1557,
12,Camden,Mush Bluff,2816,291,808,176,0,1275,82,310,203,1,596,31,54,18,0,103,1974,
13,Camden,West St Marys,3147,218,1200,376,0,1794,49,330,261,0,640,13,30,22,0,65,2499,
