index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Camden,Tarboro,979,1,0,0,0,1,1,2,1,0,4,104,98,21,0,223,1,1,0,0,2,9,9,3,0,21,2,0,1,0,3,7,4,0,0,11,15,13,13,0,41,3,5,5,0,13,4,5,1,0,10,5,5,3,0,13,2,5,11,0,18,82,81,28,0,191,1,3,0,0,4,0,8,1,0,9,1,0,1,0,2,3,1,0,0,4,5,9,2,0,16,17,20,39,0,76,0,2,2,0,4,666,
1,Camden,Waverly,1530,1,0,1,0,2,3,0,1,0,4,113,192,68,0,373,2,0,0,0,2,8,12,3,0,23,1,1,1,0,3,8,11,3,0,22,12,17,28,0,57,5,6,7,0,18,10,15,3,0,28,7,4,5,0,16,5,10,12,0,27,104,220,69,0,393,4,3,2,0,9,2,4,2,0,8,0,0,1,0,1,3,2,3,0,8,9,13,3,0,25,36,48,90,0,174,2,2,1,0,5,1198,
2,Camden,Woodbine,1973,3,3,2,0,8,0,6,2,0,8,96,188,50,0,334,2,1,0,0,3,8,26,6,0,40,2,2,0,0,4,12,9,0,0,21,18,62,23,0,103,5,15,8,0,28,6,16,0,0,22,12,15,11,0,38,5,15,13,0,33,121,210,44,1,376,8,12,5,0,25,5,2,1,0,8,1,1,0,0,2,0,0,2,0,2,3,16,2,0,21,36,109,119,0,264,1,3,1,0,5,1345,
3,Camden,Browntown,698,1,0,0,0,1,2,2,1,0,5,48,106,25,0,179,1,0,0,0,1,10,11,6,0,27,1,1,0,0,2,2,5,2,0,9,4,4,6,0,14,0,1,0,0,1,5,5,2,0,12,2,2,3,0,7,4,5,13,0,22,41,73,13,0,127,1,2,0,0,3,5,2,2,0,9,0,0,1,0,1,1,1,1,0,3,3,1,1,0,5,2,9,15,0,26,0,0,0,0,0,454,
4,Camden,Harrietts Bluff,1834,1,4,1,0,6,7,6,2,0,15,131,210,47,0,388,1,4,2,0,7,23,41,5,0,69,1,5,0,0,6,15,16,3,0,34,6,24,23,0,53,2,2,4,0,8,10,17,2,0,29,5,11,4,0,20,7,25,12,0,44,163,265,70,0,498,1,7,1,0,9,6,6,1,0,13,3,3,0,0,6,0,1,2,0,3,6,18,2,0,26,19,56,43,1,119,0,3,2,0,5,1358,
5,Camden,West Kingsland,2782,4,8,2,0,14,4,9,1,0,14,114,391,88,0,593,3,4,4,0,11,22,58,12,0,92,1,7,2,0,10,10,29,2,0,41,20,73,36,0,129,8,19,6,0,33,21,24,4,0,49,8,20,5,0,33,13,38,12,0,63,95,347,52,0,494,6,7,3,0,16,12,10,4,0,26,3,5,1,0,9,4,4,0,0,8,8,19,0,0,27,20,81,46,0,147,1,4,3,0,8,1817,
6,Camden,North Kingsland,2599,4,10,2,0,16,6,6,3,0,15,71,178,19,0,268,1,2,3,0,6,17,29,4,0,50,3,4,1,0,8,8,18,3,0,29,39,95,57,0,191,13,32,19,0,64,7,14,2,0,23,13,30,19,0,62,10,31,17,0,58,67,198,38,0,303,11,15,5,0,31,9,18,2,0,29,2,5,3,0,10,2,5,5,0,12,4,15,5,0,24,27,178,101,0,306,2,7,5,0,14,1519,
7,Camden,Kingsland,2274,6,4,1,0,11,2,4,2,0,8,52,181,36,0,269,2,1,0,0,3,19,44,6,0,69,6,6,1,0,13,10,25,5,0,40,18,60,27,0,105,11,23,17,0,51,5,11,3,0,19,12,25,8,0,45,12,44,8,0,64,57,203,38,0,298,3,17,5,0,25,10,11,0,0,21,3,5,1,0,9,2,3,0,0,5,8,14,4,0,26,14,68,59,0,141,1,5,2,0,8,1230,
8,Camden,East Kingsland,6866,4,9,4,0,17,12,19,4,0,35,153,753,143,0,1049,5,8,6,0,19,37,131,21,0,189,5,12,2,0,19,16,76,14,0,106,41,216,126,0,383,18,66,28,0,112,16,56,12,0,84,20,69,24,0,113,24,96,52,0,172,215,822,195,0,1232,13,34,11,0,58,24,37,15,0,76,3,9,6,0,18,0,10,17,0,27,17,64,5,0,86,48,326,202,0,576,3,9,6,0,18,4389,
9,Camden,North St Marys,2095,7,4,1,0,12,2,2,5,0,9,44,118,25,0,187,6,0,3,0,9,10,15,3,0,28,2,4,0,0,6,12,12,7,0,31,20,68,27,1,116,14,9,8,0,31,6,10,4,0,20,10,19,10,0,39,10,19,7,0,36,49,139,36,0,224,2,8,0,0,10,8,13,3,0,24,3,5,1,0,9,1,2,0,0,3,12,12,3,0,27,27,57,34,0,118,0,4,2,0,6,945,
