County,Init_nRegistered_Black_Male,Init_nVoted_Black_Male,Init_pctVoted_Black_Male,Init_nRegistered_Black_Female,Init_nVoted_Black_Female,Init_pctVoted_Black_Female,Init_nRegistered_Black_Unknown,Init_nVoted_Black_Unknown,Init_pctVoted_Black_Unknown,Init_nRegistered_White_Male,Init_nVoted_White_Male,Init_pctVoted_White_Male,Init_nRegistered_White_Female,Init_nVoted_White_Female,Init_pctVoted_White_Female,Init_nRegistered_White_Unknown,Init_nVoted_White_Unknown,Init_nRegistered_Asia-pi_Male,Init_nVoted_Asia-pi_Male,Init_pctVoted_Asia-pi_Male,Init_nRegistered_Asia-pi_Female,Init_nVoted_Asia-pi_Female,Init_pctVoted_Asia-pi_Female,Init_nRegistered_Asia-pi_Unknown,Init_nVoted_Asia-pi_Unknown,Init_pctVoted_Asia-pi_Unknown,Init_nRegistered_Hisp-lt_Male,Init_nVoted_Hisp-lt_Male,Init_pctVoted_Hisp-lt_Male,Init_nRegistered_Hisp-lt_Female,Init_nVoted_Hisp-lt_Female,Init_pctVoted_Hisp-lt_Female,Init_nRegistered_Hisp-lt_Unknown,Init_nVoted_Hisp-lt_Unknown,Init_pctVoted_Hisp-lt_Unknown,Init_nRegistered_Native-am_Male,Init_nVoted_Native-am_Male,Init_pctVoted_Native-am_Male,Init_nRegistered_Native-am_Female,Init_nVoted_Native-am_Female,Init_pctVoted_Native-am_Female,Init_nRegistered_Native-am_Unknown,Init_nVoted_Native-am_Unknown,Init_pctVoted_Native-am_Unknown,Init_nRegistered_Other_Male,Init_nVoted_Other_Male,Init_pctVoted_Other_Male,Init_nRegistered_Other_Female,Init_nVoted_Other_Female,Init_pctVoted_Other_Female,Init_nRegistered_Other_Unknown,Init_nVoted_Other_Unknown,Init_pctVoted_Other_Unknown,Init_nRegistered_Unknown_Male,Init_nVoted_Unknown_Male,Init_pctVoted_Unknown_Male,Init_nRegistered_Unknown_Female,Init_nVoted_Unknown_Female,Init_pctVoted_Unknown_Female,Init_nRegistered_Unknown_Unknown,Init_nVoted_Unknown_Unknown,Init_pctVoted_Unknown_Unknown,Init_nRegistered_All_All,Init_nVoted_All_All,Init_pctVoted_All_All,Runoff_nRegistered_Black_Male,Runoff_nVoted_Black_Male,Runoff_pctVoted_Black_Male,Runoff_nRegistered_Black_Female,Runoff_nVoted_Black_Female,Runoff_nRegistered_Black_Unknown,Runoff_nVoted_Black_Unknown,Runoff_pctVoted_Black_Unknown,Runoff_nRegistered_White_Male,Runoff_nVoted_White_Male,Runoff_nRegistered_White_Female,Runoff_nVoted_White_Female,Runoff_nRegistered_White_Unknown,Runoff_nVoted_White_Unknown,Runoff_pctVoted_White_Unknown,Runoff_nRegistered_Asia-pi_Male,Runoff_nVoted_Asia-pi_Male,Runoff_pctVoted_Asia-pi_Male,Runoff_nRegistered_Asia-pi_Female,Runoff_nVoted_Asia-pi_Female,Runoff_pctVoted_Asia-pi_Female,Runoff_nRegistered_Asia-pi_Unknown,Runoff_nVoted_Asia-pi_Unknown,Runoff_pctVoted_Asia-pi_Unknown,Runoff_nRegistered_Hisp-lt_Male,Runoff_nVoted_Hisp-lt_Male,Runoff_pctVoted_Hisp-lt_Male,Runoff_nRegistered_Hisp-lt_Female,Runoff_nVoted_Hisp-lt_Female,Runoff_pctVoted_Hisp-lt_Female,Runoff_nRegistered_Hisp-lt_Unknown,Runoff_nVoted_Hisp-lt_Unknown,Runoff_pctVoted_Hisp-lt_Unknown,Runoff_nRegistered_Native-am_Male,Runoff_nVoted_Native-am_Male,Runoff_pctVoted_Native-am_Male,Runoff_nRegistered_Native-am_Female,Runoff_nVoted_Native-am_Female,Runoff_pctVoted_Native-am_Female,Runoff_nRegistered_Native-am_Unknown,Runoff_nVoted_Native-am_Unknown,Runoff_pctVoted_Native-am_Unknown,Runoff_nRegistered_Other_Male,Runoff_nVoted_Other_Male,Runoff_pctVoted_Other_Male,Runoff_nRegistered_Other_Female,Runoff_nVoted_Other_Female,Runoff_pctVoted_Other_Female,Runoff_nRegistered_Other_Unknown,Runoff_nVoted_Other_Unknown,Runoff_pctVoted_Other_Unknown,Runoff_nRegistered_Unknown_Male,Runoff_nVoted_Unknown_Male,Runoff_pctVoted_Unknown_Male,Runoff_nRegistered_Unknown_Female,Runoff_nVoted_Unknown_Female,Runoff_nRegistered_Unknown_Unknown,Runoff_nVoted_Unknown_Unknown,Runoff_pctVoted_Unknown_Unknown,Runoff_nRegistered_All_All,Runoff_nVoted_All_All,Runoff_pctVoted_All_All,Init_nRegistered_All_Male,Init_nVoted_All_Male,Runoff_nRegistered_All_Male,Runoff_nVoted_All_Male,Init_nRegistered_Black_All,Init_nVoted_Black_All,Runoff_nRegistered_Black_All,Runoff_nVoted_Black_All,Init_nRegistered_All_Female,Init_nVoted_All_Female,Runoff_nRegistered_All_Female,Runoff_nVoted_All_Female,Init_nRegistered_White_All,Init_nVoted_White_All,Runoff_nRegistered_White_All,Runoff_nVoted_White_All,Init_nRegistered_Asia-pi_All,Init_nVoted_Asia-pi_All,Runoff_nRegistered_Asia-pi_All,Runoff_nVoted_Asia-pi_All,Init_nRegistered_Hisp-lt_All,Init_nVoted_Hisp-lt_All,Runoff_nRegistered_Hisp-lt_All,Runoff_nVoted_Hisp-lt_All,Init_nRegistered_Native-am_All,Init_nVoted_Native-am_All,Runoff_nRegistered_Native-am_All,Runoff_nVoted_Native-am_All,Init_nRegistered_Other_All,Init_nVoted_Other_All,Runoff_nRegistered_Other_All,Runoff_nVoted_Other_All,Init_nRegistered_Unknown_All,Init_nVoted_Unknown_All,Runoff_nRegistered_Unknown_All,Runoff_nVoted_Unknown_All,Delta_nVoted_All_All,pctChange_nVoted_All_All,Delta_nRegistered_All_All,pctChange_nRegistered_All_All,Delta_nVoted_All_Female,pctChange_nVoted_All_Female,Delta_nRegistered_All_Female,pctChange_nRegistered_All_Female,Delta_nVoted_All_Male,pctChange_nVoted_All_Male,Delta_nRegistered_All_Male,pctChange_nRegistered_All_Male,Delta_nVoted_Asia-pi_All,pctChange_nVoted_Asia-pi_All,Delta_nRegistered_Asia-pi_All,pctChange_nRegistered_Asia-pi_All,Delta_nVoted_Asia-pi_Female,pctChange_nVoted_Asia-pi_Female,Delta_nRegistered_Asia-pi_Female,pctChange_nRegistered_Asia-pi_Female,Delta_nVoted_Asia-pi_Male,pctChange_nVoted_Asia-pi_Male,Delta_nRegistered_Asia-pi_Male,pctChange_nRegistered_Asia-pi_Male,Delta_nVoted_Asia-pi_Unknown,pctChange_nVoted_Asia-pi_Unknown,Delta_nRegistered_Asia-pi_Unknown,pctChange_nRegistered_Asia-pi_Unknown,Delta_nVoted_Black_All,pctChange_nVoted_Black_All,Delta_nRegistered_Black_All,pctChange_nRegistered_Black_All,Delta_nVoted_Black_Female,pctChange_nVoted_Black_Female,Delta_nRegistered_Black_Female,pctChange_nRegistered_Black_Female,Delta_nVoted_Black_Male,pctChange_nVoted_Black_Male,Delta_nRegistered_Black_Male,pctChange_nRegistered_Black_Male,Delta_nVoted_Black_Unknown,pctChange_nVoted_Black_Unknown,Delta_nRegistered_Black_Unknown,pctChange_nRegistered_Black_Unknown,Delta_nVoted_Hisp-lt_All,pctChange_nVoted_Hisp-lt_All,Delta_nRegistered_Hisp-lt_All,pctChange_nRegistered_Hisp-lt_All,Delta_nVoted_Hisp-lt_Female,pctChange_nVoted_Hisp-lt_Female,Delta_nRegistered_Hisp-lt_Female,pctChange_nRegistered_Hisp-lt_Female,Delta_nVoted_Hisp-lt_Male,pctChange_nVoted_Hisp-lt_Male,Delta_nRegistered_Hisp-lt_Male,pctChange_nRegistered_Hisp-lt_Male,Delta_nVoted_Hisp-lt_Unknown,pctChange_nVoted_Hisp-lt_Unknown,Delta_nRegistered_Hisp-lt_Unknown,pctChange_nRegistered_Hisp-lt_Unknown,Delta_nVoted_Native-am_All,pctChange_nVoted_Native-am_All,Delta_nRegistered_Native-am_All,pctChange_nRegistered_Native-am_All,Delta_nVoted_Native-am_Female,pctChange_nVoted_Native-am_Female,Delta_nRegistered_Native-am_Female,pctChange_nRegistered_Native-am_Female,Delta_nVoted_Native-am_Male,pctChange_nVoted_Native-am_Male,Delta_nRegistered_Native-am_Male,pctChange_nRegistered_Native-am_Male,Delta_nVoted_Native-am_Unknown,pctChange_nVoted_Native-am_Unknown,Delta_nRegistered_Native-am_Unknown,pctChange_nRegistered_Native-am_Unknown,Delta_nVoted_Other_All,pctChange_nVoted_Other_All,Delta_nRegistered_Other_All,pctChange_nRegistered_Other_All,Delta_nVoted_Other_Female,pctChange_nVoted_Other_Female,Delta_nRegistered_Other_Female,pctChange_nRegistered_Other_Female,Delta_nVoted_Other_Male,pctChange_nVoted_Other_Male,Delta_nRegistered_Other_Male,pctChange_nRegistered_Other_Male,Delta_nVoted_Other_Unknown,pctChange_nVoted_Other_Unknown,Delta_nRegistered_Other_Unknown,pctChange_nRegistered_Other_Unknown,Delta_nVoted_Unknown_Unknown,pctChange_nVoted_Unknown_Unknown,Delta_nRegistered_Unknown_Unknown,pctChange_nRegistered_Unknown_Unknown,Delta_nVoted_Unknown_All,pctChange_nVoted_Unknown_All,Delta_nRegistered_Unknown_All,pctChange_nRegistered_Unknown_All,Delta_nVoted_Unknown_Female,pctChange_nVoted_Unknown_Female,Delta_nRegistered_Unknown_Female,pctChange_nRegistered_Unknown_Female,Delta_nVoted_Unknown_Male,pctChange_nVoted_Unknown_Male,Delta_nRegistered_Unknown_Male,pctChange_nRegistered_Unknown_Male,Delta_nVoted_White_All,pctChange_nVoted_White_All,Delta_nRegistered_White_All,pctChange_nRegistered_White_All,Delta_nVoted_White_Female,pctChange_nVoted_White_Female,Delta_nRegistered_White_Female,pctChange_nRegistered_White_Female,Delta_nVoted_White_Male,pctChange_nVoted_White_Male,Delta_nRegistered_White_Male,pctChange_nRegistered_White_Male,Delta_nVoted_White_Unknown,pctChange_nVoted_White_Unknown,Delta_nRegistered_White_Unknown,pctChange_nRegistered_White_Unknown,Init_pctVoted_Asia-pi_All,Runoff_pctVoted_Asia-pi_All,Init_pctVoted_Black_All,Runoff_pctVoted_Black_All,Init_pctVoted_Hisp-lt_All,Runoff_pctVoted_Hisp-lt_All,Init_pctVoted_Native-am_All,Runoff_pctVoted_Native-am_All,Init_pctVoted_Other_All,Runoff_pctVoted_Other_All,Init_pctVoted_Unknown_All,Runoff_pctVoted_Unknown_All,Init_pctVoted_White_All,Runoff_pctVoted_White_All,Init_pctVoted_All_Female,Runoff_pctVoted_All_Female,Runoff_pctVoted_Black_Female,Runoff_pctVoted_Unknown_Female,Runoff_pctVoted_White_Female,Init_pctVoted_All_Male,Runoff_pctVoted_All_Male,Runoff_pctVoted_White_Male,Init_pctVoted_White_Unknown
APPLING,885.0,126.0,14.24,1173.0,250.0,21.31,0.0,0.0,,3757.0,61.0,1.62,4286.0,69.0,1.61,1.0,0.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,,84.0,1.0,1.19,92.0,2.0,2.17,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,,21.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,,357.0,5.0,1.4,312.0,5.0,1.6,1.0,0.0,0.0,11050.0,519.0,4.7,873.0,20.0,2.29,1161.0,38.0,0.0,0.0,,3746.0,17.0,4279.0,19.0,1.0,0.0,0.0,21.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,,84.0,0.0,0.0,93.0,1.0,1.08,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,20.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,,348.0,3.0,0.86,315.0,3.0,0.0,0.0,,11002.0,101.0,0.92,5132.0,193.0,5098.0,40.0,2058.0,376.0,2034.0,58.0,5918.0,326.0,5904.0,61.0,8043.0,130.0,8025.0,36.0,48.0,0.0,47.0,0.0,176.0,3.0,177.0,1.0,6.0,0.0,7.0,0.0,50.0,0.0,49.0,0.0,669.0,10.0,663.0,6.0,-418.0,-0.8053949903660886,-48.0,-0.0043438914027149325,-265.0,-0.8128834355828221,-14.0,-0.0023656640757012504,-153.0,-0.7927461139896373,-34.0,-0.006625097427903352,0.0,,-1.0,-0.020833333333333332,0.0,,0.0,0.0,0.0,,-1.0,-0.045454545454545456,0.0,,0.0,,-318.0,-0.8457446808510638,-24.0,-0.011661807580174927,-212.0,-0.848,-12.0,-0.010230179028132993,-106.0,-0.8412698412698413,-12.0,-0.013559322033898305,0.0,,0.0,,-2.0,-0.6666666666666666,1.0,0.005681818181818182,-1.0,-0.5,1.0,0.010869565217391304,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.16666666666666666,0.0,,1.0,inf,0.0,,0.0,0.0,0.0,,0.0,,0.0,,-1.0,-0.02,0.0,,0.0,0.0,0.0,,-1.0,-0.047619047619047616,0.0,,0.0,,0.0,,-1.0,-1.0,-4.0,-0.4,-6.0,-0.008968609865470852,-2.0,-0.4,3.0,0.009615384615384616,-2.0,-0.4,-9.0,-0.025210084033613446,-94.0,-0.7230769230769231,-18.0,-0.002237970906378217,-50.0,-0.7246376811594203,-7.0,-0.0016332244517032197,-44.0,-0.7213114754098361,-11.0,-0.002927867979771094,0.0,,0.0,0.0,0.0,0.0,18.27,2.85,1.7,0.56,0.0,0.0,0.0,0.0,1.49,0.9,1.62,0.45,5.51,1.03,3.27,0.95,0.44,3.76,0.78,0.45,0.0
ATKINSON,382.0,70.0,18.32,507.0,107.0,21.1,1.0,0.0,0.0,1416.0,38.0,2.68,1645.0,33.0,2.01,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,,102.0,5.0,4.9,142.0,6.0,4.23,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,79.0,1.0,1.27,84.0,1.0,1.19,3.0,0.0,0.0,4380.0,262.0,5.98,381.0,48.0,12.6,505.0,77.0,1.0,0.0,0.0,1413.0,14.0,1643.0,17.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,101.0,0.0,0.0,142.0,1.0,0.7,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,75.0,0.0,0.0,84.0,0.0,3.0,0.0,0.0,4367.0,157.0,3.6,1990.0,115.0,1981.0,62.0,889.0,177.0,886.0,125.0,2390.0,147.0,2386.0,95.0,3061.0,71.0,3056.0,31.0,2.0,1.0,2.0,0.0,244.0,11.0,243.0,1.0,6.0,0.0,6.0,0.0,15.0,0.0,15.0,0.0,163.0,2.0,159.0,0.0,-105.0,-0.40076335877862596,-13.0,-0.0029680365296803654,-52.0,-0.35374149659863946,-4.0,-0.0016736401673640166,-53.0,-0.4608695652173913,-9.0,-0.004522613065326633,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,,-52.0,-0.2937853107344633,-3.0,-0.003374578177727784,-30.0,-0.2803738317757009,-2.0,-0.0039447731755424065,-22.0,-0.3142857142857143,-1.0,-0.002617801047120419,0.0,,0.0,0.0,-10.0,-0.9090909090909091,-1.0,-0.004098360655737705,-5.0,-0.8333333333333334,0.0,0.0,-5.0,-1.0,-1.0,-0.00980392156862745,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,-2.0,-1.0,-4.0,-0.024539877300613498,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-4.0,-0.05063291139240506,-40.0,-0.5633802816901409,-5.0,-0.001633453119895459,-16.0,-0.48484848484848486,-2.0,-0.0012158054711246201,-24.0,-0.631578947368421,-3.0,-0.00211864406779661,0.0,,0.0,,50.0,0.0,19.91,14.11,4.51,0.41,0.0,0.0,0.0,0.0,1.23,0.0,2.32,1.01,6.15,3.98,15.25,0.0,1.03,5.78,3.13,0.99,
BACON,313.0,24.0,7.67,534.0,46.0,8.61,1.0,0.0,0.0,2248.0,17.0,0.76,2619.0,28.0,1.07,2.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,33.0,0.0,0.0,37.0,1.0,2.7,0.0,0.0,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,7.0,1.0,14.29,12.0,0.0,0.0,0.0,0.0,,220.0,2.0,0.91,195.0,6.0,3.08,1.0,0.0,0.0,6240.0,125.0,2.0,305.0,2.0,0.66,533.0,6.0,1.0,0.0,0.0,2232.0,4.0,2611.0,6.0,2.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,33.0,0.0,0.0,37.0,1.0,2.7,0.0,0.0,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,,212.0,0.0,0.0,195.0,2.0,1.0,0.0,0.0,6199.0,21.0,0.34,2833.0,44.0,2801.0,6.0,847.0,70.0,838.0,8.0,3407.0,81.0,3398.0,15.0,4867.0,45.0,4843.0,10.0,17.0,0.0,17.0,0.0,70.0,1.0,70.0,1.0,5.0,0.0,5.0,0.0,19.0,1.0,19.0,0.0,415.0,8.0,407.0,2.0,-104.0,-0.832,-41.0,-0.006570512820512821,-66.0,-0.8148148148148148,-9.0,-0.0026416201937188143,-38.0,-0.8636363636363636,-32.0,-0.011295446523120367,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-62.0,-0.8857142857142857,-9.0,-0.010625737898465172,-40.0,-0.8695652173913043,-1.0,-0.0018726591760299626,-22.0,-0.9166666666666666,-8.0,-0.025559105431309903,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-1.0,-1.0,0.0,0.0,0.0,,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,-6.0,-0.75,-8.0,-0.01927710843373494,-4.0,-0.6666666666666666,0.0,0.0,-2.0,-1.0,-8.0,-0.03636363636363636,-35.0,-0.7777777777777778,-24.0,-0.004931169098006986,-22.0,-0.7857142857142857,-8.0,-0.0030546009927453228,-13.0,-0.7647058823529411,-16.0,-0.0071174377224199285,0.0,,0.0,0.0,0.0,0.0,8.26,0.95,1.43,1.43,0.0,0.0,5.26,0.0,1.93,0.49,0.92,0.21,2.38,0.44,1.13,1.03,0.23,1.55,0.21,0.18,0.0
BAKER,416.0,58.0,13.94,533.0,98.0,18.39,0.0,0.0,,564.0,16.0,2.84,587.0,18.0,3.07,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,39.0,1.0,2.56,40.0,3.0,7.5,0.0,0.0,,2208.0,194.0,8.79,411.0,29.0,7.06,531.0,39.0,0.0,0.0,,561.0,5.0,583.0,7.0,0.0,0.0,,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,40.0,0.0,0.0,40.0,1.0,0.0,0.0,,2195.0,81.0,3.69,1027.0,75.0,1020.0,34.0,949.0,156.0,942.0,68.0,1181.0,119.0,1175.0,47.0,1151.0,34.0,1144.0,12.0,9.0,0.0,9.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,79.0,4.0,80.0,1.0,-113.0,-0.5824742268041238,-13.0,-0.00588768115942029,-72.0,-0.6050420168067226,-6.0,-0.005080440304826418,-41.0,-0.5466666666666666,-7.0,-0.006815968841285297,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-88.0,-0.5641025641025641,-7.0,-0.007376185458377239,-59.0,-0.6020408163265306,-2.0,-0.00375234521575985,-29.0,-0.5,-5.0,-0.01201923076923077,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,,-3.0,-0.75,1.0,0.012658227848101266,-2.0,-0.6666666666666666,0.0,0.0,-1.0,-1.0,1.0,0.02564102564102564,-22.0,-0.6470588235294118,-7.0,-0.006081668114682885,-11.0,-0.6111111111111112,-4.0,-0.0068143100511073255,-11.0,-0.6875,-3.0,-0.005319148936170213,0.0,,0.0,,0.0,0.0,16.44,7.22,0.0,0.0,,,0.0,0.0,5.06,1.25,2.95,1.05,10.08,4.0,7.34,2.5,1.2,7.3,3.33,0.89,
BALDWIN,4040.0,676.0,16.73,5855.0,1232.0,21.04,3.0,0.0,0.0,5875.0,259.0,4.41,6814.0,379.0,5.56,5.0,1.0,92.0,6.0,6.52,100.0,4.0,4.0,0.0,0.0,,63.0,5.0,7.94,86.0,3.0,3.49,0.0,0.0,,12.0,1.0,8.33,15.0,0.0,0.0,0.0,0.0,,45.0,0.0,0.0,59.0,3.0,5.08,0.0,0.0,,578.0,17.0,2.94,437.0,20.0,4.58,2.0,0.0,0.0,24071.0,2605.0,10.82,3974.0,271.0,6.82,5831.0,541.0,3.0,0.0,0.0,5831.0,49.0,6777.0,73.0,5.0,0.0,0.0,93.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,62.0,1.0,1.61,86.0,1.0,1.16,0.0,0.0,,12.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,,45.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,,550.0,3.0,0.55,431.0,8.0,2.0,0.0,0.0,23866.0,947.0,3.97,10705.0,964.0,10567.0,324.0,9895.0,1908.0,9805.0,812.0,13366.0,1641.0,13299.0,623.0,12689.0,638.0,12608.0,122.0,192.0,10.0,193.0,0.0,149.0,8.0,148.0,2.0,27.0,1.0,28.0,0.0,104.0,3.0,103.0,0.0,1015.0,37.0,981.0,11.0,-1658.0,-0.636468330134357,-205.0,-0.00851647210336089,-1018.0,-0.6203534430225472,-67.0,-0.00501271883884483,-640.0,-0.6639004149377593,-138.0,-0.012891172349369453,-10.0,-1.0,1.0,0.005208333333333333,-4.0,-1.0,0.0,0.0,-6.0,-1.0,1.0,0.010869565217391304,0.0,,0.0,,-1096.0,-0.5744234800838575,-90.0,-0.009095502779181405,-691.0,-0.5608766233766234,-24.0,-0.004099060631938514,-405.0,-0.599112426035503,-66.0,-0.016336633663366337,0.0,,0.0,0.0,-6.0,-0.75,-1.0,-0.006711409395973154,-2.0,-0.6666666666666666,0.0,0.0,-4.0,-0.8,-1.0,-0.015873015873015872,0.0,,0.0,,-1.0,-1.0,1.0,0.037037037037037035,0.0,,1.0,0.06666666666666667,-1.0,-1.0,0.0,0.0,0.0,,0.0,,-3.0,-1.0,-1.0,-0.009615384615384616,-3.0,-1.0,-1.0,-0.01694915254237288,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,-26.0,-0.7027027027027027,-34.0,-0.033497536945812804,-12.0,-0.6,-6.0,-0.013729977116704805,-14.0,-0.8235294117647058,-28.0,-0.04844290657439446,-516.0,-0.8087774294670846,-81.0,-0.006383481755851525,-306.0,-0.8073878627968337,-37.0,-0.005429997064866451,-210.0,-0.8108108108108109,-44.0,-0.00748936170212766,-1.0,-1.0,0.0,0.0,5.21,0.0,19.28,8.28,5.37,1.35,3.7,0.0,2.88,0.0,3.65,1.12,5.03,0.97,12.28,4.68,9.28,1.86,1.08,9.01,3.07,0.84,20.0
BANKS,119.0,6.0,5.04,93.0,8.0,8.6,1.0,0.0,0.0,4629.0,50.0,1.08,4885.0,75.0,1.54,6.0,0.0,40.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,,95.0,2.0,2.11,77.0,2.0,2.6,0.0,0.0,,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,24.0,0.0,0.0,21.0,1.0,4.76,0.0,0.0,,486.0,6.0,1.23,364.0,3.0,0.82,4.0,0.0,0.0,10890.0,153.0,1.4,118.0,2.0,1.69,92.0,2.0,1.0,0.0,0.0,4623.0,15.0,4884.0,18.0,6.0,0.0,0.0,40.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,,95.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,24.0,0.0,0.0,21.0,1.0,4.76,0.0,0.0,,487.0,2.0,0.41,365.0,2.0,4.0,0.0,0.0,10883.0,42.0,0.39,5397.0,64.0,5391.0,19.0,212.0,14.0,210.0,4.0,5493.0,89.0,5492.0,23.0,9514.0,125.0,9507.0,33.0,86.0,0.0,86.0,0.0,172.0,4.0,172.0,0.0,11.0,0.0,11.0,0.0,45.0,1.0,45.0,1.0,850.0,9.0,852.0,4.0,-111.0,-0.7254901960784313,-7.0,-0.0006427915518824609,-66.0,-0.7415730337078652,-1.0,-0.0001820498816675769,-45.0,-0.703125,-6.0,-0.0011117287381878821,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,-10.0,-0.7142857142857143,-2.0,-0.009433962264150943,-6.0,-0.75,-1.0,-0.010752688172043012,-4.0,-0.6666666666666666,-1.0,-0.008403361344537815,0.0,,0.0,0.0,-4.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,-5.0,-0.5555555555555556,2.0,0.002352941176470588,-1.0,-0.3333333333333333,1.0,0.0027472527472527475,-4.0,-0.6666666666666666,1.0,0.00205761316872428,-92.0,-0.736,-7.0,-0.0007357578305654825,-57.0,-0.76,-1.0,-0.00020470829068577277,-35.0,-0.7,-6.0,-0.0012961762799740765,0.0,,0.0,0.0,0.0,0.0,6.6,1.9,2.33,0.0,0.0,0.0,2.22,2.22,1.06,0.47,1.31,0.35,1.62,0.42,2.17,0.55,0.37,1.19,0.35,0.32,0.0
