index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Coweta,Senoia,5838,980,1768,678,0,3426,136,426,434,1,997,60,51,50,0,161,4584,
1,Coweta,Moreland,2758,876,575,293,0,1744,107,87,164,0,358,33,19,19,1,72,2174,
2,Coweta,Pine Road,2095,537,490,233,0,1260,41,94,95,0,230,17,11,10,0,38,1528,
3,Coweta,Dresden,839,332,109,69,0,510,39,21,40,0,100,16,2,2,0,20,630,
4,Coweta,Newnan,3478,318,353,184,0,855,294,415,479,0,1188,36,22,27,0,85,2128,
5,Coweta,Sharpsburg,4526,843,1446,426,1,2716,103,288,237,0,628,52,55,29,0,136,3480,
6,Coweta,Fischer Road,4328,667,1323,468,0,2458,123,331,328,2,784,48,48,34,0,130,3372,
7,Coweta,Cedar Creek,5330,950,1583,669,0,3202,117,356,398,0,871,66,60,43,0,169,4242,
8,Coweta,Grantville,2572,666,356,170,1,1193,184,131,172,0,487,34,17,12,0,63,1743,
9,Coweta,Haralson,2339,760,487,186,0,1433,84,69,129,0,282,32,17,14,0,63,1778,
10,Coweta,Welcome,3212,1015,469,315,0,1799,132,124,185,0,441,50,18,14,0,82,2322,
11,Coweta,Panther Creek,3028,840,492,254,0,1586,131,114,207,0,452,42,27,19,0,88,2126,
12,Coweta,Raymond,2492,597,647,249,0,1493,83,117,135,0,335,32,12,14,0,58,1886,
13,Coweta,Turin,4477,997,1339,454,0,2790,133,279,250,0,662,58,42,18,0,118,3570,
14,Coweta,Smokey Road,2559,402,336,175,0,913,208,241,264,1,714,28,18,19,0,65,1692,
15,Coweta,Central,4395,275,394,176,1,846,415,571,476,3,1465,37,23,27,1,88,2399,
16,Coweta,Newnan Centre,20465,2034,4563,1881,1,8479,979,2669,2061,0,5709,214,228,159,1,602,14790,
17,Coweta,Greentop,2846,462,451,314,0,1227,165,254,281,1,701,31,21,31,0,83,2011,
18,Coweta,Expo Center,1974,454,344,255,0,1053,118,114,137,0,369,34,22,16,0,72,1494,
19,Coweta,White Oak,4636,673,1272,410,1,2356,183,412,356,0,951,51,67,27,0,145,3452,
20,Coweta,Madras,4462,692,1124,488,0,2304,162,469,407,4,1042,62,57,32,0,151,3497,
21,Coweta,Cannongate,3653,787,1014,415,0,2216,97,244,209,0,550,49,44,30,0,123,2889,
22,Coweta,Westside,838,82,53,40,0,175,156,76,99,0,331,10,4,0,0,14,520,
23,Coweta,Northside,2285,530,346,255,0,1131,169,148,204,1,522,34,19,21,0,74,1727,
24,Coweta,Thomas Crossroads,4962,802,1604,458,0,2864,138,351,289,0,778,56,71,32,0,159,3801,
25,Coweta,Coweta Central Library,1723,274,595,153,0,1022,55,138,92,0,285,14,15,16,0,45,1352,
