index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Houston,ANNX,4512,461,1182,532,5,2180,178,485,556,2,1221,19,21,19,1,60,3461,
1,Houston,BMS,9536,1323,2497,991,1,4812,405,1182,1096,2,2685,36,49,40,0,125,7622,
2,Houston,CENT,7795,912,1523,694,1,3130,444,1009,897,3,2353,38,25,16,0,79,5562,
3,Houston,CGTC,4860,529,1301,402,4,2236,180,677,517,0,1374,16,19,18,0,53,3663,
4,Houston,FMMS,8767,1040,1819,579,1,3439,522,1429,1030,2,2983,50,32,16,0,98,6520,
5,Houston,HAFS,1805,618,353,112,0,1083,107,85,106,1,299,6,1,0,0,7,1389,
6,Houston,HCTC,6361,530,925,452,2,1909,436,857,725,4,2022,25,16,22,0,63,3994,
7,Houston,HEFS,1372,332,255,84,4,675,162,83,111,5,361,5,2,4,0,11,1047,
8,Houston,HHPC,9610,670,1441,707,3,2821,673,1249,1183,4,3109,44,26,23,0,93,6023,
9,Houston,MCMS,9181,1069,2405,721,8,4203,394,1343,973,3,2713,40,33,29,0,102,7018,
10,Houston,NSES,2441,385,491,243,1,1120,136,258,282,0,676,9,6,3,0,18,1814,
11,Houston,RECR,9277,310,503,268,6,1087,1004,1450,1415,9,3878,22,16,27,0,65,5030,
12,Houston,ROZR,13802,1471,3661,1178,4,6314,709,1573,1267,5,3554,35,46,31,1,113,9981,
13,Houston,TMS,5286,429,704,355,5,1493,461,915,720,2,2098,27,11,12,0,50,3641,
14,Houston,TWPK,4415,609,873,385,1,1868,258,601,465,4,1328,27,12,20,0,59,3255,
15,Houston,VHS,6295,956,1744,460,4,3164,280,774,524,0,1578,23,24,14,0,61,4803,
