index,County,Precinct,Registered Voters,John F. Kennedy (I) (Rep)_Election Day Votes,John F. Kennedy (I) (Rep)_Advanced Voting Votes,John F. Kennedy (I) (Rep)_Absentee by Mail Votes,John F. Kennedy (I) (Rep)_Provisional Votes,John F. Kennedy (I) (Rep)_Choice Total,Total,
0,Houston,CENT,7795,1164,1990,1017,0,4171,4171,
1,Houston,HHPC,9610,488,1045,628,0,2161,2161,
2,Houston,NSES,2441,440,565,326,0,1331,1331,
3,Houston,RECR,9277,79,174,99,0,352,352,
4,Houston,TMS,5286,323,470,252,0,1045,1045,
