index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Houston,ANNX,4512,437,1129,785,5,2356,185,497,261,0,943,3299,
1,Houston,BMS,9536,1143,2508,1475,1,5127,506,1047,507,1,2061,7188,
2,Houston,CENT,7795,921,1717,1096,3,3737,375,711,401,0,1487,5224,
3,Houston,CGTC,4860,490,1302,654,3,2449,194,583,224,1,1002,3451,
4,Houston,FMMS,8767,1096,2215,1101,2,4414,431,924,426,1,1782,6196,
5,Houston,HAFS,1805,483,273,140,1,897,195,142,61,0,398,1295,
6,Houston,HCTC,6361,693,1221,804,3,2721,248,490,318,3,1059,3780,
7,Houston,HEFS,1372,306,206,140,7,659,159,116,49,2,326,985,
8,Houston,HHPC,9610,952,1861,1318,5,4136,348,724,495,1,1568,5704,
9,Houston,MCMS,9181,979,2498,1164,6,4647,440,1096,438,3,1977,6624,
10,Houston,NSES,2441,372,500,355,1,1228,134,214,140,0,488,1716,
11,Houston,RECR,9277,921,1324,1049,9,3303,335,498,501,5,1339,4642,
12,Houston,ROZR,13802,1446,3395,1613,7,6461,618,1593,662,3,2876,9337,
13,Houston,TMS,5286,608,1087,718,5,2418,262,454,296,2,1014,3432,
14,Houston,TWPK,4415,617,1006,618,2,2243,235,423,200,1,859,3102,
15,Houston,VHS,6295,810,1690,699,3,3202,372,706,218,1,1297,4499,
