index,County,Precinct,Registered Voters,Danny Mathis (I) (Rep)_Election Day Votes,Danny Mathis (I) (Rep)_Advanced Voting Votes,Danny Mathis (I) (Rep)_Absentee by Mail Votes,Danny Mathis (I) (Rep)_Provisional Votes,Danny Mathis (I) (Rep)_Choice Total,Mary_Election Day Votes,Mary_Advanced Voting Votes,Mary_Absentee by Mail Votes,Mary_Provisional Votes,Mary_Choice Total,Total,
0,Houston,BMS,9536,916,1624,648,0,3188,218,672,550,0,1440,4628,
