index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lierberman (Dem)_Election Day Votes,Matt Lierberman (Dem)_Advanced Voting Votes,Matt Lierberman (Dem)_Absentee by Mail Votes,Matt Lierberman (Dem)_Provisional Votes,Matt Lierberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Franklin,Carnesville,2382,0,2,1,0,3,0,3,0,0,3,157,769,172,0,1098,1,0,2,0,3,10,16,5,0,31,0,3,4,0,7,1,10,0,0,11,3,23,9,0,35,0,5,7,0,12,10,14,1,0,25,4,4,2,0,10,7,14,9,0,30,65,252,38,0,355,2,1,1,0,4,2,6,0,0,8,0,2,2,0,4,0,0,0,0,0,5,14,0,0,19,12,34,33,0,79,1,1,0,0,2,1739,
1,Franklin,West Franklin,1764,1,1,0,0,2,2,1,0,0,3,198,409,129,0,736,1,2,0,0,3,9,13,4,0,26,1,1,0,0,2,4,8,2,0,14,9,10,10,0,29,2,3,2,0,7,2,9,2,0,13,2,2,0,0,4,4,7,5,0,16,90,124,31,0,245,1,1,1,0,3,7,4,0,0,11,0,0,0,0,0,2,1,0,0,3,7,4,1,0,12,9,20,22,0,51,1,2,1,0,4,1184,
2,Franklin,Northeast Franklin,2935,1,2,3,0,6,2,3,1,0,6,285,662,210,0,1157,0,0,1,0,1,9,18,6,0,33,1,3,0,0,4,3,15,4,0,22,15,23,34,0,72,6,10,5,0,21,10,15,5,0,30,4,7,1,0,12,6,11,26,1,44,122,272,86,1,481,2,2,1,0,5,5,9,0,0,14,4,0,0,0,4,0,6,4,0,10,7,10,1,0,18,9,47,53,0,109,3,3,2,0,8,2057,
3,Franklin,Lavonia,2355,1,4,1,0,6,4,3,0,0,7,191,528,139,0,858,1,2,3,0,6,9,19,3,0,31,1,3,0,0,4,11,15,1,0,27,22,24,31,0,77,7,9,7,0,23,11,9,0,0,20,6,13,9,0,28,10,19,21,0,50,61,140,42,0,243,4,4,2,0,10,3,2,2,0,7,1,2,1,0,4,2,2,3,0,7,9,13,3,0,25,40,57,44,0,141,2,1,1,0,4,1578,
4,Franklin,Canon,1244,3,1,3,0,7,2,1,1,0,4,191,272,80,0,543,0,3,0,0,3,7,8,1,0,16,1,1,1,0,3,1,5,0,0,6,5,9,6,0,20,4,0,2,0,6,3,9,1,0,13,1,5,0,0,6,8,9,2,0,19,67,99,27,0,193,4,1,0,0,5,2,1,1,0,4,0,0,0,0,0,2,1,1,0,4,4,1,0,0,5,7,17,16,0,40,0,0,0,0,0,897,
5,Franklin,Royston,2034,1,1,2,0,4,1,3,1,0,5,176,418,157,0,751,0,1,0,0,1,12,7,3,0,22,3,3,2,0,8,9,13,0,0,22,10,14,21,0,45,11,5,4,0,20,1,9,0,0,10,3,8,8,0,19,12,15,12,0,39,75,173,52,0,300,4,3,2,0,9,4,5,1,0,10,1,1,2,0,4,2,0,1,0,3,8,5,0,0,13,20,50,43,0,113,0,2,2,0,4,1402,
6,Franklin,Southwest Franklin,2432,1,0,1,0,2,0,0,4,0,4,236,630,149,0,1015,0,3,1,0,4,9,16,4,0,29,2,3,0,0,5,5,13,2,0,20,3,9,13,0,25,1,2,1,0,4,14,19,2,0,35,1,3,6,0,10,2,15,5,0,22,132,253,56,0,441,0,4,2,0,6,5,4,0,0,9,1,0,0,0,1,1,2,1,0,4,1,7,0,0,8,14,36,30,0,80,0,4,1,0,5,1729,
