County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Franklin,Carnesville,2382,189,790,163,0,1142,72,328,119,0,519,1661,
Franklin,West Franklin,1764,245,418,125,0,788,93,171,76,0,340,1128,
Franklin,Northeast Franklin,2935,352,803,304,1,1460,125,269,125,1,520,1980,
Franklin,Lavonia,2355,310,620,210,0,1140,75,208,89,0,372,1512,
Franklin,Canon,1244,217,300,92,0,609,83,119,43,0,245,854,
Franklin,Royston,2034,273,522,211,0,1006,76,184,86,0,346,1352,
Franklin,Southwest Franklin,2432,306,716,166,0,1188,102,258,86,0,446,1634,
