index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Franklin,Carnesville,2382,200,885,210,0,1295,61,231,73,0,365,1660,
1,Franklin,West Franklin,1764,259,463,156,0,878,75,128,47,0,250,1128,
2,Franklin,Northeast Franklin,2935,389,887,368,2,1646,85,184,58,0,327,1973,
3,Franklin,Lavonia,2355,306,658,241,0,1205,79,163,51,0,293,1498,
4,Franklin,Canon,1244,232,333,122,0,687,70,79,16,0,165,852,
5,Franklin,Royston,2034,262,556,257,0,1075,79,147,45,0,271,1346,
6,Franklin,Southwest Franklin,2432,326,781,216,0,1323,86,193,42,0,321,1644,
