index,County,Precinct,Registered Voters,Andrew Clyde (Rep)_Election Day Votes,Andrew Clyde (Rep)_Advanced Voting Votes,Andrew Clyde (Rep)_Absentee by Mail Votes,Andrew Clyde (Rep)_Provisional Votes,Andrew Clyde (Rep)_Choice Total,Devin Pandy (Dem)_Election Day Votes,Devin Pandy (Dem)_Advanced Voting Votes,Devin Pandy (Dem)_Absentee by Mail Votes,Devin Pandy (Dem)_Provisional Votes,Devin Pandy (Dem)_Choice Total,Total,
0,Franklin,Carnesville,2382,253,1089,219,0,1561,24,85,68,0,177,1738,
1,Franklin,West Franklin,1764,316,570,168,0,1054,36,43,45,0,124,1178,
2,Franklin,Northeast Franklin,2935,439,1001,311,2,1753,50,108,130,0,288,2041,
3,Franklin,Lavonia,2355,301,737,187,0,1225,92,131,129,0,352,1577,
4,Franklin,Canon,1244,286,403,112,0,801,30,42,29,0,101,902,
5,Franklin,Royston,2034,292,633,215,0,1140,59,105,101,0,265,1405,
6,Franklin,Southwest Franklin,2432,408,938,218,0,1564,20,81,62,0,163,1727,
