index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Seminole,Precinct 1,1292,157,285,71,0,513,88,149,41,0,278,791,
1,Seminole,Precinct 2,1122,88,298,60,0,446,50,145,38,0,233,679,
2,Seminole,Precinct 3,1174,111,229,59,0,399,39,92,33,0,164,563,
3,Seminole,Precinct 4,1121,177,246,49,0,472,88,121,27,0,236,708,
4,Seminole,Precinct 5,1227,256,232,68,0,556,86,106,40,0,232,788,
