index,County,Precinct,Registered Voters,Mark Spooner (I) (Rep)_Election Day Votes,Mark Spooner (I) (Rep)_Advanced Voting Votes,Mark Spooner (I) (Rep)_Absentee by Mail Votes,Mark Spooner (I) (Rep)_Provisional Votes,Mark Spooner (I) (Rep)_Choice Total,Total,
0,Seminole,Precinct 1,1292,237,433,100,0,770,770,
