index,County,Precinct,Registered Voters,"Stanley E. Brown, Sr._Election Day Votes","Stanley E. Brown, Sr._Advanced Voting Votes","Stanley E. Brown, Sr._Absentee by Mail Votes","Stanley E. Brown, Sr._Provisional Votes","Stanley E. Brown, Sr._Choice Total","Neal Eric Jones, Sr._Election Day Votes","Neal Eric Jones, Sr._Advanced Voting Votes","Neal Eric Jones, Sr._Absentee by Mail Votes","Neal Eric Jones, Sr._Provisional Votes","Neal Eric Jones, Sr._Choice Total",Misty R. Schmitt_Election Day Votes,Misty R. Schmitt_Advanced Voting Votes,Misty R. Schmitt_Absentee by Mail Votes,Misty R. Schmitt_Provisional Votes,Misty R. Schmitt_Choice Total,Malcolm Williams_Election Day Votes,Malcolm Williams_Advanced Voting Votes,Malcolm Williams_Absentee by Mail Votes,Malcolm Williams_Provisional Votes,Malcolm Williams_Choice Total,Total,
0,Liberty,Liberty County Complex,4379,36,167,51,0,254,35,134,33,0,202,20,105,27,0,152,24,157,74,0,255,863,
