index,County,Precinct,Registered Voters,Blake Tillery (I) (Rep)_Election Day Votes,Blake Tillery (I) (Rep)_Advanced Voting Votes,Blake Tillery (I) (Rep)_Absentee by Mail Votes,Blake Tillery (I) (Rep)_Provisional Votes,Blake Tillery (I) (Rep)_Choice Total,Total,
0,Liberty,Lewis Frasier School,4317,0,1,1,0,2,2,
1,Liberty,Memorial Dr East,1976,0,3,0,0,3,3,
2,Liberty,Walthourville,3016,175,648,236,0,1059,1059,
3,Liberty,Gum Branch,3193,320,716,237,0,1273,1273,
4,Liberty,Hinesville Lodge 271,2646,208,523,259,0,990,990,
