index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Liberty,Riceboro Youth Center,1083,31,110,20,0,161,101,323,203,0,627,2,2,3,0,7,795,
1,Liberty,Lyman Hall School,4542,135,355,118,0,608,283,933,598,0,1814,15,18,9,0,42,2464,
2,Liberty,Lewis Frasier School,4317,152,676,204,0,1032,201,1009,602,0,1812,14,20,13,0,47,2891,
3,Liberty,Memorial Dr East,1976,51,126,41,0,218,105,427,293,0,825,9,6,11,0,26,1069,
4,Liberty,Button Gwinnett,2304,83,93,43,0,219,73,136,103,0,312,3,9,9,0,21,552,
5,Liberty,Town of Allenhurst,2398,92,225,78,0,395,154,714,346,0,1214,7,7,8,0,22,1631,
6,Liberty,Hinesville,1984,81,337,102,0,520,88,343,221,0,652,5,4,5,0,14,1186,
7,Liberty,Liberty County Complex,4379,219,994,175,0,1388,123,944,537,0,1604,12,20,6,0,38,3030,
8,Liberty,Walthourville,3016,96,261,79,0,436,153,807,358,0,1318,10,10,11,0,31,1785,
9,Liberty,Fleming West,505,29,47,18,0,94,36,126,92,0,254,3,2,0,0,5,353,
10,Liberty,Fleming East,3239,359,976,199,0,1534,86,323,224,0,633,4,12,8,0,24,2191,
11,Liberty,Gum Branch,3193,272,506,122,0,900,102,462,316,0,880,8,12,2,0,22,1802,
12,Liberty,Hinesville Lodge 271,2646,104,235,100,0,439,161,582,363,0,1106,10,14,8,0,32,1577,
