index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Liberty,Riceboro Youth Center,1083,29,99,18,0,146,88,301,192,0,581,6,12,5,0,23,750,
1,Liberty,Lyman Hall School,4542,135,342,111,0,588,250,871,563,0,1684,39,54,29,0,122,2394,
2,Liberty,Lewis Frasier School,4317,147,658,193,0,998,180,957,577,0,1714,25,50,30,0,105,2817,
3,Liberty,Memorial Dr East,1976,45,125,46,0,216,99,402,277,0,778,19,17,11,0,47,1041,
4,Liberty,Button Gwinnett,2304,73,89,38,0,200,66,127,95,0,288,11,17,13,0,41,529,
5,Liberty,Town of Allenhurst,2398,80,221,77,0,378,145,661,326,0,1132,18,33,10,0,61,1571,
6,Liberty,Hinesville,1984,78,325,100,0,503,74,321,193,0,588,14,20,12,0,46,1137,
7,Liberty,Liberty County Complex,4379,207,947,176,0,1330,116,870,514,0,1500,24,71,18,0,113,2943,
8,Liberty,Walthourville,3016,92,257,81,0,430,137,763,340,0,1240,24,38,21,0,83,1753,
9,Liberty,Fleming West,505,25,49,19,0,93,38,122,90,0,250,2,4,0,0,6,349,
10,Liberty,Fleming East,3239,347,921,197,0,1465,76,304,202,0,582,18,36,14,0,68,2115,
11,Liberty,Gum Branch,3193,251,474,111,0,836,97,443,295,0,835,20,34,20,0,74,1745,
12,Liberty,Hinesville Lodge 271,2646,106,233,101,0,440,144,547,339,0,1030,22,28,21,0,71,1541,
