index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Liberty,Riceboro Youth Center,1083,29,99,19,0,147,89,300,189,0,578,4,12,4,0,20,745,
1,Liberty,Lyman Hall School,4542,133,332,114,0,579,255,871,556,0,1682,33,54,20,0,107,2368,
2,Liberty,Lewis Frasier School,4317,142,644,189,0,975,183,972,580,0,1735,24,36,19,0,79,2789,
3,Liberty,Memorial Dr East,1976,48,117,46,0,211,100,410,274,0,784,12,15,8,0,35,1030,
4,Liberty,Button Gwinnett,2304,70,92,34,0,196,71,125,98,0,294,10,16,11,0,37,527,
5,Liberty,Town of Allenhurst,2398,83,217,74,0,374,144,674,333,0,1151,17,25,9,0,51,1576,
6,Liberty,Hinesville,1984,78,321,98,0,497,78,318,194,0,590,7,18,10,0,35,1122,
7,Liberty,Liberty County Complex,4379,204,951,173,0,1328,122,875,514,0,1511,21,53,14,0,88,2927,
8,Liberty,Walthourville,3016,89,256,74,0,419,138,770,345,0,1253,22,32,17,0,71,1743,
9,Liberty,Fleming West,505,27,48,19,0,94,36,115,87,0,238,2,5,0,0,7,339,
10,Liberty,Fleming East,3239,339,918,196,0,1453,76,311,209,0,596,17,35,8,0,60,2109,
11,Liberty,Gum Branch,3193,252,475,108,0,835,95,443,299,0,837,18,27,13,0,58,1730,
12,Liberty,Hinesville Lodge 271,2646,103,220,91,0,414,144,556,345,0,1045,19,28,18,0,65,1524,
