index,County,Precinct,Registered Voters,Sheri Brown (I)_Election Day Votes,Sheri Brown (I)_Advanced Voting Votes,Sheri Brown (I)_Absentee by Mail Votes,Sheri Brown (I)_Provisional Votes,Sheri Brown (I)_Choice Total,Total,
0,Jackson,West Jackson,14977,967,3695,974,1,5637,5637,
