index,County,Precinct,Registered Voters,Josh Burkhalter (I)_Election Day Votes,Josh Burkhalter (I)_Advanced Voting Votes,Josh Burkhalter (I)_Absentee by Mail Votes,Josh Burkhalter (I)_Provisional Votes,Josh Burkhalter (I)_Choice Total,Total,
0,Jackson,South Jackson,8012,413,1446,441,0,2300,2300,
