index,County,Precinct,Registered Voters,Kenny Rosser (I)_Election Day Votes,Kenny Rosser (I)_Advanced Voting Votes,Kenny Rosser (I)_Absentee by Mail Votes,Kenny Rosser (I)_Provisional Votes,Kenny Rosser (I)_Choice Total,Total,
0,Jackson,South Jackson,8012,426,1066,382,1,1875,1875,
