index,County,Precinct,Registered Voters,Jim Hix (I) (Rep)_Election Day Votes,Jim Hix (I) (Rep)_Advanced Voting Votes,Jim Hix (I) (Rep)_Absentee by Mail Votes,Jim Hix (I) (Rep)_Provisional Votes,Jim Hix (I) (Rep)_Choice Total,Jamie Mitchem (Dem)_Election Day Votes,Jamie Mitchem (Dem)_Advanced Voting Votes,Jamie Mitchem (Dem)_Absentee by Mail Votes,Jamie Mitchem (Dem)_Provisional Votes,Jamie Mitchem (Dem)_Choice Total,Total,
0,Jackson,Central Jackson,16263,1284,5683,1051,1,8019,252,1155,658,0,2065,10084,
