index,County,Precinct,Registered Voters,Roger Brock (I)_Election Day Votes,Roger Brock (I)_Advanced Voting Votes,Roger Brock (I)_Absentee by Mail Votes,Roger Brock (I)_Provisional Votes,Roger Brock (I)_Choice Total,Total,
0,Jackson,South Jackson,8012,413,1460,447,0,2320,2320,
