index,County,Precinct,Registered Voters,Archie McCook (I)_Election Day Votes,Archie McCook (I)_Advanced Voting Votes,Archie McCook (I)_Absentee by Mail Votes,Archie McCook (I)_Provisional Votes,Archie McCook (I)_Choice Total,Total,
0,Jackson,North Jackson,12699,851,2527,804,0,4182,4182,
