index,County,Precinct,Registered Voters,Tim Sweat (I)_Election Day Votes,Tim Sweat (I)_Advanced Voting Votes,Tim Sweat (I)_Absentee by Mail Votes,Tim Sweat (I)_Provisional Votes,Tim Sweat (I)_Choice Total,Total,
0,Jackson,West Jackson,14977,971,3714,986,1,5672,5672,
