index,County,Precinct,Registered Voters,Chas Hardy (I) (Rep)_Election Day Votes,Chas Hardy (I) (Rep)_Advanced Voting Votes,Chas Hardy (I) (Rep)_Absentee by Mail Votes,Chas Hardy (I) (Rep)_Provisional Votes,Chas Hardy (I) (Rep)_Choice Total,Brodriche D. Jackson (Dem)_Election Day Votes,Brodriche D. Jackson (Dem)_Advanced Voting Votes,Brodriche D. Jackson (Dem)_Absentee by Mail Votes,Brodriche D. Jackson (Dem)_Provisional Votes,Brodriche D. Jackson (Dem)_Choice Total,Total,
0,Jackson,North Jackson,12699,1119,3686,1003,0,5808,215,635,435,0,1285,7093,
