index,County,Precinct,Registered Voters,Carlton Allen (I)_Election Day Votes,Carlton Allen (I)_Advanced Voting Votes,Carlton Allen (I)_Absentee by Mail Votes,Carlton Allen (I)_Provisional Votes,Carlton Allen (I)_Choice Total,Total,
0,Jackson,North Jackson,12699,845,2538,804,0,4187,4187,
