index,County,Precinct,Registered Voters,Guy Baker (I)_Election Day Votes,Guy Baker (I)_Advanced Voting Votes,Guy Baker (I)_Absentee by Mail Votes,Guy Baker (I)_Provisional Votes,Guy Baker (I)_Choice Total,Total,
0,Jackson,North Jackson,12699,144,437,129,0,710,710,
