index,County,Precinct,Registered Voters,Rob Johnson (Rep)_Election Day Votes,Rob Johnson (Rep)_Advanced Voting Votes,Rob Johnson (Rep)_Absentee by Mail Votes,Rob Johnson (Rep)_Provisional Votes,Rob Johnson (Rep)_Choice Total,Total,
0,Jackson,West Jackson,14977,1013,4190,1028,1,6232,6232,
