index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Elbert,Elberton,3798,172,883,274,0,1329,216,590,396,0,1202,15,26,4,0,45,2576,
1,Elbert,Longstreet,622,105,192,55,0,352,24,47,38,0,109,2,4,1,0,7,468,
2,Elbert,Eliam,748,154,248,74,0,476,26,51,58,0,135,2,2,0,0,4,615,
3,Elbert,Petersburg,377,108,91,44,0,243,9,14,25,0,48,0,2,0,0,2,293,
4,Elbert,Wyche,1095,132,412,92,0,636,41,101,75,0,217,2,1,2,0,5,858,
5,Elbert,Moss-Ruckersville,468,101,125,41,0,267,18,20,40,0,78,4,3,0,0,7,352,
6,Elbert,Pike,1596,228,394,119,0,741,48,178,202,0,428,8,11,8,0,27,1196,
7,Elbert,Gaines,570,192,124,56,0,372,11,22,21,0,54,2,1,2,0,5,431,
8,Elbert,Goshen,1612,344,492,118,0,954,70,82,80,0,232,4,13,3,0,20,1206,
9,Elbert,Webbsboro,408,95,116,40,0,251,12,37,24,0,73,1,2,0,0,3,327,
10,Elbert,Centerville,1011,205,322,77,0,604,25,69,47,0,141,4,3,1,0,8,753,
