index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Elbert,Elberton,3798,274,1046,505,0,1825,104,360,131,0,595,2420,
1,Elbert,Longstreet,622,92,176,67,0,335,32,43,27,0,102,437,
2,Elbert,Eliam,748,134,220,95,0,449,33,49,33,0,115,564,
3,Elbert,Petersburg,377,90,82,55,0,227,22,16,13,0,51,278,
4,Elbert,Wyche,1095,124,384,123,0,631,38,111,37,0,186,817,
5,Elbert,Moss-Ruckersville,468,78,106,56,0,240,35,34,20,0,89,329,
6,Elbert,Pike,1596,182,395,240,0,817,83,158,62,0,303,1120,
7,Elbert,Gaines,570,153,112,55,0,320,36,29,15,0,80,400,
8,Elbert,Goshen,1612,300,442,154,0,896,90,114,45,0,249,1145,
9,Elbert,Webbsboro,408,79,105,37,0,221,21,41,16,0,78,299,
10,Elbert,Centerville,1011,173,262,93,0,528,52,97,26,0,175,703,
