index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Elbert,Elberton,3798,171,874,267,0,1312,214,566,397,0,1177,13,37,12,0,62,2551,
1,Elbert,Longstreet,622,102,189,52,0,343,25,46,44,0,115,3,1,0,0,4,462,
2,Elbert,Eliam,748,149,242,70,0,461,27,49,60,0,136,4,4,0,0,8,605,
3,Elbert,Petersburg,377,105,92,40,0,237,10,12,29,0,51,1,2,5,0,8,296,
4,Elbert,Wyche,1095,125,405,91,0,621,37,97,74,0,208,6,4,3,0,13,842,
5,Elbert,Moss-Ruckersville,468,99,123,41,0,263,17,21,39,0,77,3,3,2,0,8,348,
6,Elbert,Pike,1596,212,385,113,0,710,50,169,196,0,415,13,14,14,0,41,1166,
7,Elbert,Gaines,570,174,124,58,0,356,13,20,20,0,53,6,4,3,0,13,422,
8,Elbert,Goshen,1612,336,481,115,0,932,63,79,85,0,227,8,17,8,0,33,1192,
9,Elbert,Webbsboro,408,86,113,34,0,233,15,34,27,0,76,3,5,2,0,10,319,
10,Elbert,Centerville,1011,198,307,74,0,579,25,61,49,0,135,7,9,3,0,19,733,
