index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Elbert,Elberton,3798,172,876,278,0,1326,224,625,414,0,1263,6,12,4,0,22,2611,
1,Elbert,Longstreet,622,105,189,53,0,347,24,52,46,0,122,1,2,0,0,3,472,
2,Elbert,Eliam,748,151,248,70,0,469,30,52,62,0,144,2,1,0,0,3,616,
3,Elbert,Petersburg,377,110,92,45,0,247,9,16,30,0,55,0,0,0,0,0,302,
4,Elbert,Wyche,1095,131,411,88,0,630,48,108,81,0,237,0,0,2,0,2,869,
5,Elbert,Moss-Ruckersville,468,103,127,41,0,271,18,23,42,0,83,1,0,0,0,1,355,
6,Elbert,Pike,1596,229,407,120,0,756,52,175,214,0,441,8,0,3,0,11,1208,
7,Elbert,Gaines,570,189,125,57,0,371,11,22,22,0,55,6,1,2,0,9,435,
8,Elbert,Goshen,1612,350,493,119,0,962,68,90,90,0,248,3,2,0,0,5,1215,
9,Elbert,Webbsboro,408,92,116,35,0,243,15,35,27,0,77,1,3,1,0,5,325,
10,Elbert,Centerville,1011,205,324,75,0,604,30,70,54,0,154,2,2,1,0,5,763,
