index,County,Precinct,Registered Voters,Horace K. Harper (I) (Rep)_Election Day Votes,Horace K. Harper (I) (Rep)_Advanced Voting Votes,Horace K. Harper (I) (Rep)_Absentee by Mail Votes,Horace K. Harper (I) (Rep)_Provisional Votes,Horace K. Harper (I) (Rep)_Choice Total,Total,
0,Elbert,Elberton,3798,175,853,297,0,1325,1325,
