index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Elbert,Elberton,3798,162,873,270,0,1305,214,561,394,0,1169,17,33,4,0,54,2528,
1,Elbert,Longstreet,622,101,187,52,0,340,23,42,39,0,104,3,1,0,0,4,448,
2,Elbert,Eliam,748,148,242,69,0,459,24,48,59,0,131,3,3,0,0,6,596,
3,Elbert,Petersburg,377,102,89,44,0,235,9,9,28,0,46,1,1,2,0,4,285,
4,Elbert,Wyche,1095,123,398,91,0,612,39,104,74,0,217,3,5,1,0,9,838,
5,Elbert,Moss-Ruckersville,468,98,120,39,0,257,17,22,42,0,81,4,3,1,0,8,346,
6,Elbert,Pike,1596,210,381,112,0,703,47,173,200,0,420,12,9,13,0,34,1157,
7,Elbert,Gaines,570,172,123,55,0,350,11,20,23,0,54,9,1,2,0,12,416,
8,Elbert,Goshen,1612,323,474,113,0,910,68,87,85,0,240,8,12,5,0,25,1175,
9,Elbert,Webbsboro,408,88,117,37,0,242,12,34,25,0,71,2,3,0,0,5,318,
10,Elbert,Centerville,1011,199,305,77,0,581,24,61,49,0,134,5,10,1,0,16,731,
