County,Zan Fort_Election Day Votes,Zan Fort_Absentee by Mail Votes,Zan Fort_Advanced Voting Votes,Zan Fort_Provisional Votes,Zan Fort_TOTAL VOTES,Sonya Halpern_Election Day Votes,Sonya Halpern_Absentee by Mail Votes,Sonya Halpern_Advanced Voting Votes,Sonya Halpern_Provisional Votes,Sonya Halpern_TOTAL VOTES,Jo Anna Potts_Election Day Votes,Jo Anna Potts_Absentee by Mail Votes,Jo Anna Potts_Advanced Voting Votes,Jo Anna Potts_Provisional Votes,Jo Anna Potts_TOTAL VOTES,Linda Pritchett_Election Day Votes,Linda Pritchett_Absentee by Mail Votes,Linda Pritchett_Advanced Voting Votes,Linda Pritchett_Provisional Votes,Linda Pritchett_TOTAL VOTES,Total,
Fulton,875,3772,4890,41,9578,2924,9350,18662,138,31074,1121,2782,6701,50,10654,1710,4971,10708,71,17460,68766,
