County,Greg Dolezal (I) (Rep)_Election Day Votes,Greg Dolezal (I) (Rep)_Absentee by Mail Votes,Greg Dolezal (I) (Rep)_Advanced Voting Votes,Greg Dolezal (I) (Rep)_Provisional Votes,Greg Dolezal (I) (Rep)_TOTAL VOTES,Brooke Griffiths (Dem)_Election Day Votes,Brooke Griffiths (Dem)_Absentee by Mail Votes,Brooke Griffiths (Dem)_Advanced Voting Votes,Brooke Griffiths (Dem)_Provisional Votes,Brooke Griffiths (Dem)_TOTAL VOTES,Total,
Forsyth,9794,15910,61458,30,87192,3011,13590,20719,20,37340,124532,
