County,"Cecil T. """"Butch"""" Miller (I) (Rep)_Election Day Votes","Cecil T. """"Butch"""" Miller (I) (Rep)_Absentee by Mail Votes","Cecil T. """"Butch"""" Miller (I) (Rep)_Advanced Voting Votes","Cecil T. """"Butch"""" Miller (I) (Rep)_Provisional Votes","Cecil T. """"Butch"""" Miller (I) (Rep)_TOTAL VOTES",Total,
Hall,12840,15666,46120,0,74626,74626,
