index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Banks,Anderson,1533,208,550,103,1,862,9,42,42,0,93,6,21,2,0,29,984,
1,Banks,Baldwin,876,75,295,118,0,488,19,39,40,0,98,6,15,1,0,22,608,
2,Banks,Berlin,415,43,191,25,1,260,0,11,5,0,16,3,1,2,0,6,282,
3,Banks,Bushville,816,110,282,43,1,436,7,18,11,0,36,7,13,4,0,24,496,
4,Banks,Columbia,363,62,163,30,0,255,4,7,5,1,17,1,1,1,0,3,275,
5,Banks,Davids,1977,232,706,130,4,1072,24,76,42,0,142,8,17,5,0,30,1244,
6,Banks,Golden Hill,1008,122,319,63,0,504,12,28,31,2,73,5,9,4,0,18,595,
7,Banks,Grove River,600,86,224,65,0,375,9,15,7,0,31,5,2,0,0,7,413,
8,Banks,Hollingsworth,667,82,274,48,1,405,5,19,28,0,52,0,8,2,0,10,467,
9,Banks,Homer,1544,169,636,115,1,921,15,44,30,0,89,8,16,4,0,28,1038,
10,Banks,Poplar Springs,1775,209,692,155,1,1057,18,49,41,0,108,8,17,8,0,33,1198,
11,Banks,Washington,704,79,282,52,1,414,9,26,16,0,51,1,10,0,0,11,476,
12,Banks,Wilmonts,620,71,254,47,0,372,3,18,13,0,34,2,3,1,0,6,412,
