index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Banks,Anderson,1533,207,552,99,1,859,8,40,43,0,91,8,19,4,0,31,981,
1,Banks,Baldwin,876,77,302,122,0,501,19,38,38,0,95,6,15,1,0,22,618,
2,Banks,Berlin,415,42,188,28,1,259,0,14,5,0,19,4,3,1,0,8,286,
3,Banks,Bushville,816,112,285,44,1,442,8,20,11,0,39,6,11,3,0,20,501,
4,Banks,Columbia,363,62,162,30,0,254,5,8,5,1,19,0,2,1,0,3,276,
5,Banks,Davids,1977,228,707,128,4,1067,26,76,45,0,147,12,20,7,0,39,1253,
6,Banks,Golden Hill,1008,121,324,61,0,506,11,25,32,2,70,7,11,5,0,23,599,
7,Banks,Grove River,600,90,227,64,0,381,7,15,7,0,29,3,3,1,0,7,417,
8,Banks,Hollingsworth,667,83,281,48,1,413,5,19,28,0,52,0,4,2,0,6,471,
9,Banks,Homer,1544,167,642,110,1,920,17,47,31,0,95,6,15,6,0,27,1042,
10,Banks,Poplar Springs,1775,215,710,160,1,1086,19,47,41,0,107,4,15,5,0,24,1217,
11,Banks,Washington,704,79,295,50,1,425,8,23,16,0,47,2,7,2,0,11,483,
12,Banks,Wilmonts,620,75,254,51,0,380,2,17,10,0,29,2,3,1,0,6,415,
