index,County,Precinct,Registered Voters,William Mitchell Harris (Rep)_Election Day Votes,William Mitchell Harris (Rep)_Advanced Voting Votes,William Mitchell Harris (Rep)_Absentee by Mail Votes,William Mitchell Harris (Rep)_Provisional Votes,William Mitchell Harris (Rep)_Choice Total,Mary N. Bentley (I) (Dem)_Election Day Votes,Mary N. Bentley (I) (Dem)_Advanced Voting Votes,Mary N. Bentley (I) (Dem)_Absentee by Mail Votes,Mary N. Bentley (I) (Dem)_Provisional Votes,Mary N. Bentley (I) (Dem)_Choice Total,Total,
0,Taylor,Precinct 6,2073,50,239,42,0,331,62,137,200,0,399,730,
