index,County,Precinct,Registered Voters,Wes Summers (Rep)_Election Day Votes,Wes Summers (Rep)_Advanced Voting Votes,Wes Summers (Rep)_Absentee by Mail Votes,Wes Summers (Rep)_Provisional Votes,Wes Summers (Rep)_Choice Total,Total,
0,Taylor,Precinct 6,2073,124,421,110,2,657,657,
