index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Troup,Hollis Hand,3554,449,1153,449,1,2052,108,308,212,2,630,18,19,14,0,51,2733,
1,Troup,Administration Bldg,3907,157,366,133,3,659,366,575,414,4,1359,22,10,10,1,43,2061,
2,Troup,Hammett Rd,4354,260,565,210,2,1037,422,808,428,4,1662,17,22,9,0,48,2747,
3,Troup,Griggs Center,2457,28,59,28,2,117,352,411,324,3,1090,10,6,10,0,26,1233,
4,Troup,West Point,2054,174,197,76,3,450,335,199,278,3,815,9,7,3,0,19,1284,
5,Troup,Hogansville,3806,317,1233,232,3,1785,135,463,232,1,831,19,27,13,0,59,2675,
6,Troup,East Vernon,3117,597,1023,327,4,1951,90,197,133,3,423,16,20,9,0,45,2419,
7,Troup,Rosemont,3893,564,1514,405,3,2486,77,281,184,1,543,15,23,12,0,50,3079,
8,Troup,McClendon,3533,503,1347,269,7,2126,117,317,177,1,612,12,22,5,0,39,2777,
9,Troup,Long Cane,3249,602,945,214,3,1764,149,293,169,0,611,18,11,6,1,36,2411,
10,Troup,Gardner Newman,2876,240,748,206,5,1199,179,472,207,1,859,12,18,4,0,34,2092,
11,Troup,Gray Hill,1878,450,426,94,6,976,114,137,98,0,349,16,8,5,1,30,1355,
12,Troup,Highland,1686,118,308,80,0,506,107,305,166,2,580,6,10,11,0,27,1113,
13,Troup,Northside,2600,197,672,180,5,1054,185,352,209,1,747,15,11,3,0,29,1830,
