index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Troup,Hollis Hand,3554,430,1155,460,1,2046,97,261,193,2,553,29,35,17,0,81,2680,
1,Troup,Administration Bldg,3907,145,336,129,4,614,358,563,410,4,1335,25,22,8,0,55,2004,
2,Troup,Hammett Rd,4354,252,535,216,3,1006,391,783,423,3,1600,27,24,7,0,58,2664,
3,Troup,Griggs Center,2457,22,47,17,2,88,343,394,330,4,1071,10,12,7,0,29,1188,
4,Troup,West Point,2054,165,186,74,3,428,312,192,273,2,779,15,13,1,0,29,1236,
5,Troup,Hogansville,3806,304,1198,233,3,1738,132,428,235,2,797,18,47,8,0,73,2608,
6,Troup,East Vernon,3117,584,1005,319,3,1911,84,182,134,3,403,14,24,16,0,54,2368,
7,Troup,Rosemont,3893,550,1487,405,3,2445,70,251,178,1,500,19,35,12,0,66,3011,
8,Troup,McClendon,3533,501,1315,270,7,2093,97,313,169,1,580,16,27,11,0,54,2727,
9,Troup,Long Cane,3249,587,930,213,3,1733,136,270,161,1,568,28,19,7,0,54,2355,
10,Troup,Gardner Newman,2876,239,728,202,4,1173,161,460,204,1,826,13,22,7,1,43,2042,
11,Troup,Gray Hill,1878,445,412,93,7,957,105,135,101,0,341,15,10,3,0,28,1326,
12,Troup,Highland,1686,114,301,88,0,503,102,291,163,2,558,6,12,5,0,23,1084,
13,Troup,Northside,2600,197,665,189,4,1055,172,328,202,1,703,8,17,9,0,34,1792,
