index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Troup,Hollis Hand,3554,441,1128,427,1,1997,121,331,253,2,707,12,20,14,0,46,2750,
1,Troup,Administration Bldg,3907,149,354,138,4,645,386,593,439,5,1423,14,7,3,0,24,2092,
2,Troup,Hammett Rd,4354,251,561,211,2,1025,426,829,450,4,1709,19,7,4,0,30,2764,
3,Troup,Griggs Center,2457,22,47,25,0,94,369,424,354,6,1153,6,7,1,0,14,1261,
4,Troup,West Point,2054,170,199,77,3,449,341,200,287,3,831,8,5,3,0,16,1296,
5,Troup,Hogansville,3806,331,1248,235,3,1817,137,467,251,2,857,10,16,2,0,28,2702,
6,Troup,East Vernon,3117,605,1031,318,4,1958,86,204,150,3,443,11,9,5,0,25,2426,
7,Troup,Rosemont,3893,579,1522,411,3,2515,73,289,197,2,561,7,11,6,0,24,3100,
8,Troup,McClendon,3533,509,1346,270,7,2132,115,331,182,1,629,9,12,6,0,27,2788,
9,Troup,Long Cane,3249,606,947,216,3,1772,155,294,176,1,626,13,8,6,0,27,2425,
10,Troup,Gardner Newman,2876,236,746,208,5,1195,184,485,216,1,886,10,12,4,0,26,2107,
11,Troup,Gray Hill,1878,458,432,94,7,991,112,138,107,0,357,11,4,4,0,19,1367,
12,Troup,Highland,1686,119,304,88,0,511,110,317,176,2,605,2,4,1,0,7,1123,
13,Troup,Northside,2600,197,654,187,4,1042,194,374,221,2,791,7,7,1,0,15,1848,
