index,County,Precinct,Registered Voters,Austin Scott (I) (Rep)_Election Day Votes,Austin Scott (I) (Rep)_Advanced Voting Votes,Austin Scott (I) (Rep)_Absentee by Mail Votes,Austin Scott (I) (Rep)_Provisional Votes,Austin Scott (I) (Rep)_Choice Total,Lindsay Holliday (Dem)_Election Day Votes,Lindsay Holliday (Dem)_Advanced Voting Votes,Lindsay Holliday (Dem)_Absentee by Mail Votes,Lindsay Holliday (Dem)_Provisional Votes,Lindsay Holliday (Dem)_Choice Total,Total,
0,Wilcox,Rochelle North 1,558,25,50,14,0,89,92,88,39,0,219,308,
1,Wilcox,Abbeville North 2,441,39,202,27,0,268,18,55,26,0,99,367,
2,Wilcox,Pineview 2,630,124,109,33,0,266,85,51,42,0,178,444,
3,Wilcox,Pitts 3,876,251,234,71,0,556,25,21,24,0,70,626,
4,Wilcox,Rochelle South 4,1033,176,363,107,0,646,26,45,24,0,95,741,
5,Wilcox,Abbeville South 5,1123,116,349,93,0,558,20,74,45,0,139,697,
