index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Pickens,Yellow Creek,3571,606,806,387,0,1799,243,301,148,0,692,2491,
1,Pickens,Sharptop,2616,458,528,359,0,1345,189,269,152,0,610,1955,
2,Pickens,Appalachian,1933,310,428,158,0,896,124,234,63,0,421,1317,
3,Pickens,Refuge,2490,402,549,145,0,1096,171,279,90,0,540,1636,
4,Pickens,Hill,2042,386,423,163,1,973,172,208,68,1,449,1422,
5,Pickens,Hinton,825,204,106,27,0,337,106,50,13,0,169,506,
6,Pickens,Jerusalem,1145,358,142,50,0,550,129,66,37,0,232,782,
7,Pickens,Ludville,721,231,59,33,0,323,82,42,10,0,134,457,
8,Pickens,Nelson,1474,310,257,89,0,656,127,131,52,0,310,966,
9,Pickens,Talking Rock,1781,311,332,99,3,745,147,181,66,0,394,1139,
10,Pickens,Jasper,2517,346,497,157,0,1000,152,213,91,1,457,1457,
11,Pickens,Tate,2651,479,561,154,0,1194,212,263,103,1,579,1773,
