index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Pickens,Yellow Creek,3571,747,945,314,0,2006,90,177,214,0,481,33,26,23,0,82,2569,
1,Pickens,Sharptop,2616,559,660,303,1,1523,72,125,205,0,402,28,25,17,0,70,1995,
2,Pickens,Appalachian,1933,369,566,154,0,1089,46,94,72,0,212,20,20,4,0,44,1345,
3,Pickens,Refuge,2490,535,732,170,0,1437,40,95,77,0,212,20,20,7,0,47,1696,
4,Pickens,Hill,2042,494,548,154,2,1198,49,86,76,0,211,33,24,8,0,65,1474,
5,Pickens,Hinton,825,292,140,33,0,465,24,16,13,0,53,12,3,0,0,15,533,
6,Pickens,Jerusalem,1145,473,191,54,0,718,25,23,36,0,84,10,4,3,0,17,819,
7,Pickens,Ludville,721,287,88,28,0,403,17,10,10,0,37,14,3,1,0,18,458,
8,Pickens,Nelson,1474,393,348,86,0,827,33,51,50,0,134,26,7,5,0,38,999,
9,Pickens,Talking Rock,1781,444,446,128,3,1021,18,56,40,0,114,17,21,4,0,42,1177,
10,Pickens,Jasper,2517,422,592,149,1,1164,84,118,102,0,304,26,29,8,0,63,1531,
11,Pickens,Tate,2651,625,752,178,1,1556,57,81,73,0,211,23,29,7,0,59,1826,
