index,County,Precinct,Registered Voters,Marjorie Taylor Greene (Rep)_Election Day Votes,Marjorie Taylor Greene (Rep)_Advanced Voting Votes,Marjorie Taylor Greene (Rep)_Absentee by Mail Votes,Marjorie Taylor Greene (Rep)_Provisional Votes,Marjorie Taylor Greene (Rep)_Choice Total,Kevin Van Ausdal (Dem)_Election Day Votes,Kevin Van Ausdal (Dem)_Advanced Voting Votes,Kevin Van Ausdal (Dem)_Absentee by Mail Votes,Kevin Van Ausdal (Dem)_Provisional Votes,Kevin Van Ausdal (Dem)_Choice Total,Total,
0,Pickens,Hill,2042,523,573,160,2,1258,57,93,82,0,232,1490,
1,Pickens,Hinton,825,300,144,29,0,473,28,19,12,0,59,532,
2,Pickens,Jerusalem,1145,488,194,60,0,742,30,24,36,0,90,832,
3,Pickens,Ludville,721,303,90,30,0,423,20,13,11,0,44,467,
4,Pickens,Talking Rock,1781,459,466,130,3,1058,22,61,41,0,124,1182,
5,Pickens,Jasper,2517,1,0,0,0,1,0,0,0,0,0,1,
6,Pickens,Tate,2651,445,558,130,0,1133,39,59,50,0,148,1281,
