index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Jones,Gray,0,250,1115,210,0,1575,47,288,176,0,511,5,7,3,0,15,2101,
1,Jones,Hawkins,0,253,500,115,0,868,194,674,509,0,1377,4,9,6,0,19,2264,
2,Jones,Ethridge,0,175,533,115,0,823,77,217,148,0,442,4,4,1,0,9,1274,
3,Jones,Clinton,0,292,850,173,1,1316,62,247,158,1,468,4,5,2,0,11,1795,
4,Jones,Roberts,0,449,581,174,0,1204,129,284,191,0,604,5,5,3,1,14,1822,
5,Jones,Davidson,0,363,494,102,1,960,42,90,58,0,190,4,3,0,0,7,1157,
6,Jones,Pope,0,307,515,98,1,921,119,192,133,1,445,6,2,0,0,8,1374,
7,Jones,Barron,0,274,374,94,0,742,65,116,95,0,276,2,1,2,0,5,1023,
8,Jones,Sanders,0,91,13,11,0,115,18,5,7,0,30,1,0,0,0,1,146,
9,Jones,Finney,0,569,691,180,1,1441,88,243,214,0,545,12,11,1,0,24,2010,
