index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Dougherty,Palmyra Methodist,2761,375,398,265,5,1043,146,163,119,4,432,1475,
1,Dougherty,Sherwood Elementary,3205,469,546,347,1,1363,159,215,131,0,505,1868,
2,Dougherty,Covenant Church,2334,393,341,237,1,972,156,139,90,1,386,1358,
3,Dougherty,Greenbriar Church,3885,475,935,591,4,2005,157,359,249,4,769,2774,
4,Dougherty,Westover High School,3394,468,774,452,0,1694,146,305,191,0,642,2336,
5,Dougherty,Merry Acres Middle,2432,394,442,272,8,1116,123,169,118,2,412,1528,
6,Dougherty,Darton College,4289,459,880,496,7,1842,143,259,210,1,613,2455,
7,Dougherty,Westtown Elementary,3265,426,487,458,1,1372,104,154,202,0,460,1832,
8,Dougherty,2nd Mt Zion Church,1465,239,205,166,2,612,138,90,91,0,319,931,
9,Dougherty,Mt Zion Center,3638,433,430,437,2,1302,135,130,175,0,440,1742,
10,Dougherty,Alice Coachman Elementary,750,102,119,138,0,359,30,43,64,0,137,496,
11,Dougherty,Carver Teen Center,1667,187,117,156,3,463,50,39,75,0,164,627,
12,Dougherty,Shiloh Baptist Church,1510,208,141,145,0,494,57,43,72,0,172,666,
13,Dougherty,Litman Cathedral,1486,190,141,146,20,497,58,50,55,4,167,664,
14,Dougherty,Phoebe Healthworks,1574,175,145,145,1,466,59,41,51,0,151,617,
15,Dougherty,Turner Elementary,1205,87,58,49,5,199,32,19,22,1,74,273,
16,Dougherty,Jackson Heights Elementary,2549,336,223,241,0,800,70,93,115,0,278,1078,
17,Dougherty,Bill Miller Center,2404,298,302,194,5,799,80,97,90,0,267,1066,
18,Dougherty,Radium Middle School,693,107,107,63,0,277,39,31,41,0,111,388,
19,Dougherty,Putney 1st Baptist Church,2819,525,375,291,1,1192,203,146,129,0,478,1670,
20,Dougherty,International Studies,1042,135,173,151,0,459,51,71,59,1,182,641,
21,Dougherty,Phoebe East,2965,417,323,270,4,1014,118,103,121,0,342,1356,
22,Dougherty,Pine Bluff Baptist Church,2221,319,295,256,0,870,132,112,130,0,374,1244,
23,Dougherty,Albany Middle School,1963,261,202,173,2,638,98,78,81,0,257,895,
24,Dougherty,Christ Church,1879,366,373,273,1,1013,155,152,102,0,409,1422,
25,Dougherty,Lamar Reese Elementary,1098,139,139,167,3,448,40,63,88,1,192,640,
26,Dougherty,1st Christian Church,1505,262,292,188,1,743,102,105,73,0,280,1023,
27,Dougherty,Lovett Hall,1174,168,142,21,1,332,29,22,12,0,63,395,
