index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Talbot,ONeal,555,87,126,69,0,282,32,56,41,0,129,411,
1,Talbot,Valley,688,117,143,86,0,346,42,62,62,0,166,512,
2,Talbot,Junction City,437,51,58,85,0,194,24,20,28,0,72,266,
3,Talbot,Geneva,482,56,80,88,0,224,29,42,47,1,119,343,
4,Talbot,Talbotton,884,87,147,137,0,371,41,57,83,0,181,552,
5,Talbot,Box Springs,469,112,60,54,0,226,39,27,25,0,91,317,
6,Talbot,Flint Hill,1048,171,222,151,0,544,51,109,70,0,230,774,
