index,County,Precinct,Registered Voters,Al Bartell (Ind)_Election Day Votes,Al Bartell (Ind)_Advanced Voting Votes,Al Bartell (Ind)_Absentee by Mail Votes,Al Bartell (Ind)_Provisional Votes,Al Bartell (Ind)_Choice Total,Allen Buckley (Ind)_Election Day Votes,Allen Buckley (Ind)_Advanced Voting Votes,Allen Buckley (Ind)_Absentee by Mail Votes,Allen Buckley (Ind)_Provisional Votes,Allen Buckley (Ind)_Choice Total,Doug Collins (Rep)_Election Day Votes,Doug Collins (Rep)_Advanced Voting Votes,Doug Collins (Rep)_Absentee by Mail Votes,Doug Collins (Rep)_Provisional Votes,Doug Collins (Rep)_Choice Total,John Fortuin (Grn)_Election Day Votes,John Fortuin (Grn)_Advanced Voting Votes,John Fortuin (Grn)_Absentee by Mail Votes,John Fortuin (Grn)_Provisional Votes,John Fortuin (Grn)_Choice Total,Derrick E. Grayson (Rep)_Election Day Votes,Derrick E. Grayson (Rep)_Advanced Voting Votes,Derrick E. Grayson (Rep)_Absentee by Mail Votes,Derrick E. Grayson (Rep)_Provisional Votes,Derrick E. Grayson (Rep)_Choice Total,Michael Todd Greene (Ind)_Election Day Votes,Michael Todd Greene (Ind)_Advanced Voting Votes,Michael Todd Greene (Ind)_Absentee by Mail Votes,Michael Todd Greene (Ind)_Provisional Votes,Michael Todd Greene (Ind)_Choice Total,Annette Davis Jackson (Rep)_Election Day Votes,Annette Davis Jackson (Rep)_Advanced Voting Votes,Annette Davis Jackson (Rep)_Absentee by Mail Votes,Annette Davis Jackson (Rep)_Provisional Votes,Annette Davis Jackson (Rep)_Choice Total,Deborah Jackson (Dem)_Election Day Votes,Deborah Jackson (Dem)_Advanced Voting Votes,Deborah Jackson (Dem)_Absentee by Mail Votes,Deborah Jackson (Dem)_Provisional Votes,Deborah Jackson (Dem)_Choice Total,Jamesia James (Dem)_Election Day Votes,Jamesia James (Dem)_Advanced Voting Votes,Jamesia James (Dem)_Absentee by Mail Votes,Jamesia James (Dem)_Provisional Votes,Jamesia James (Dem)_Choice Total,A. Wayne Johnson (Rep)_Election Day Votes,A. Wayne Johnson (Rep)_Advanced Voting Votes,A. Wayne Johnson (Rep)_Absentee by Mail Votes,A. Wayne Johnson (Rep)_Provisional Votes,A. Wayne Johnson (Rep)_Choice Total,Tamara Johnson-Shealey (Dem)_Election Day Votes,Tamara Johnson-Shealey (Dem)_Advanced Voting Votes,Tamara Johnson-Shealey (Dem)_Absentee by Mail Votes,Tamara Johnson-Shealey (Dem)_Provisional Votes,Tamara Johnson-Shealey (Dem)_Choice Total,Matt Lieberman (Dem)_Election Day Votes,Matt Lieberman (Dem)_Advanced Voting Votes,Matt Lieberman (Dem)_Absentee by Mail Votes,Matt Lieberman (Dem)_Provisional Votes,Matt Lieberman (Dem)_Choice Total,Kelly Loeffler (I) (Rep)_Election Day Votes,Kelly Loeffler (I) (Rep)_Advanced Voting Votes,Kelly Loeffler (I) (Rep)_Absentee by Mail Votes,Kelly Loeffler (I) (Rep)_Provisional Votes,Kelly Loeffler (I) (Rep)_Choice Total,Joy Felicia Slade (Dem)_Election Day Votes,Joy Felicia Slade (Dem)_Advanced Voting Votes,Joy Felicia Slade (Dem)_Absentee by Mail Votes,Joy Felicia Slade (Dem)_Provisional Votes,Joy Felicia Slade (Dem)_Choice Total,Brian Slowinski (Lib)_Election Day Votes,Brian Slowinski (Lib)_Advanced Voting Votes,Brian Slowinski (Lib)_Absentee by Mail Votes,Brian Slowinski (Lib)_Provisional Votes,Brian Slowinski (Lib)_Choice Total,Valencia Stovall (Ind)_Election Day Votes,Valencia Stovall (Ind)_Advanced Voting Votes,Valencia Stovall (Ind)_Absentee by Mail Votes,Valencia Stovall (Ind)_Provisional Votes,Valencia Stovall (Ind)_Choice Total,Ed Tarver (Dem)_Election Day Votes,Ed Tarver (Dem)_Advanced Voting Votes,Ed Tarver (Dem)_Absentee by Mail Votes,Ed Tarver (Dem)_Provisional Votes,Ed Tarver (Dem)_Choice Total,Kandiss Taylor (Rep)_Election Day Votes,Kandiss Taylor (Rep)_Advanced Voting Votes,Kandiss Taylor (Rep)_Absentee by Mail Votes,Kandiss Taylor (Rep)_Provisional Votes,Kandiss Taylor (Rep)_Choice Total,Raphael Warnock (Dem)_Election Day Votes,Raphael Warnock (Dem)_Advanced Voting Votes,Raphael Warnock (Dem)_Absentee by Mail Votes,Raphael Warnock (Dem)_Provisional Votes,Raphael Warnock (Dem)_Choice Total,Richard Dien Winfield (Dem)_Election Day Votes,Richard Dien Winfield (Dem)_Advanced Voting Votes,Richard Dien Winfield (Dem)_Absentee by Mail Votes,Richard Dien Winfield (Dem)_Provisional Votes,Richard Dien Winfield (Dem)_Choice Total,Total,
0,Baldwin,South Milledgeville,1259,0,1,1,0,2,0,1,2,0,3,12,38,11,0,61,3,1,1,0,5,2,3,1,0,6,0,5,0,0,5,2,1,0,0,3,18,46,20,0,84,3,17,9,0,29,3,3,1,0,7,5,10,4,0,19,10,16,4,0,30,14,50,12,0,76,4,7,1,0,12,4,3,0,0,7,1,0,1,0,2,0,2,0,0,2,0,2,1,0,3,52,194,149,0,395,1,6,1,0,8,759,
1,Baldwin,City Hall Annex,957,0,1,0,0,1,0,1,1,0,2,12,30,13,0,55,1,2,0,0,3,1,1,1,0,3,0,2,0,0,2,1,0,1,0,2,13,33,12,0,58,6,5,1,0,12,0,3,1,0,4,4,10,3,0,17,5,13,5,0,23,22,39,26,0,87,2,5,0,0,7,3,2,0,0,5,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,31,74,84,1,190,0,1,2,0,3,477,
2,Baldwin,Boddie,1381,1,2,1,0,4,1,1,1,0,3,18,35,12,0,65,0,1,1,0,2,0,1,1,0,2,0,3,0,0,3,5,2,0,0,7,29,40,13,0,82,7,10,8,0,25,1,4,0,0,5,11,15,4,0,30,2,10,1,0,13,11,37,10,0,58,1,5,0,0,6,3,2,0,0,5,0,0,1,0,1,2,1,0,0,3,1,1,0,0,2,81,145,127,0,353,1,3,3,0,7,676,
3,Baldwin,Courthouse,506,1,0,0,0,1,1,1,0,0,2,6,32,6,0,44,1,1,0,0,2,0,1,1,0,2,1,0,0,0,1,0,2,0,0,2,6,11,8,0,25,1,4,2,0,7,3,1,0,0,4,0,4,0,0,4,1,6,2,0,9,14,26,7,0,47,1,5,0,0,6,1,3,0,0,4,2,1,1,0,4,0,1,3,0,4,2,3,0,0,5,14,48,47,0,109,2,1,1,0,4,286,
4,Baldwin,Fire Dept,1481,2,1,1,0,4,0,0,2,0,2,16,52,13,0,81,0,1,1,0,2,1,6,1,0,8,2,1,1,0,4,1,6,2,0,9,6,53,18,0,77,6,7,5,0,18,1,1,1,0,3,8,19,13,0,40,5,12,6,0,23,21,72,19,0,112,0,7,1,0,8,5,6,2,0,13,0,1,0,0,1,0,1,0,0,1,1,4,0,0,5,57,243,195,0,495,3,7,2,0,12,918,
5,Baldwin,North Milledgeville,2211,0,2,0,0,2,3,4,1,0,8,46,243,54,1,344,0,2,1,0,3,4,3,2,0,9,2,3,0,0,5,2,5,0,0,7,19,77,21,0,117,8,11,5,0,24,3,8,1,0,12,4,26,11,0,41,15,31,15,0,61,70,256,90,0,416,6,11,0,0,17,3,8,0,0,11,1,3,1,0,5,0,4,4,0,8,2,2,2,0,6,79,282,183,0,544,3,7,2,0,12,1652,
6,Baldwin,Meriweather,2832,2,2,0,0,4,3,3,2,0,8,103,398,82,0,583,1,3,0,0,4,5,10,1,0,16,2,3,0,0,5,6,10,4,0,20,14,49,24,0,87,5,15,6,0,26,7,11,2,0,20,4,24,10,0,38,8,27,14,0,49,121,454,128,0,703,5,8,4,0,17,4,9,1,0,14,2,2,1,0,5,0,5,3,0,8,4,6,3,0,13,72,331,161,0,564,4,4,3,0,11,2195,
7,Baldwin,East Baldwin,3826,2,7,2,0,11,5,4,0,0,9,117,404,65,0,586,1,4,0,0,5,9,13,3,0,25,1,5,1,0,7,4,10,1,0,15,27,88,45,0,160,4,21,16,0,41,15,23,3,0,41,10,22,5,0,37,10,38,10,0,58,132,588,142,0,862,3,17,2,0,22,3,5,0,0,8,0,2,3,0,5,1,4,1,0,6,1,11,3,0,15,118,433,246,0,797,4,12,1,0,17,2727,
8,Baldwin,Scottsboro,1101,1,0,4,0,5,0,1,1,0,2,48,82,23,0,153,0,1,0,0,1,3,6,0,0,9,2,1,2,0,5,3,2,0,0,5,10,19,5,0,34,2,3,4,0,9,8,4,0,0,12,2,6,2,0,10,3,5,4,0,12,64,129,23,3,219,2,2,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,2,0,2,1,3,0,0,4,41,87,69,0,197,1,3,1,0,5,691,
9,Baldwin,North Baldwin,3515,2,5,3,0,10,2,5,3,0,10,115,555,98,0,768,3,2,0,0,5,3,21,2,0,26,2,4,1,0,7,5,8,7,0,20,7,53,27,0,87,2,18,3,0,23,9,17,0,0,26,1,9,9,0,19,7,45,23,0,75,163,711,147,0,1021,3,8,1,0,12,3,8,1,0,12,1,4,0,0,5,2,1,0,0,3,2,8,0,0,10,62,270,204,0,536,0,5,4,0,9,2684,
