index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Baldwin,South Milledgeville,1259,35,113,29,0,177,87,276,186,0,549,13,12,4,0,29,755,
1,Baldwin,City Hall Annex,957,38,74,39,0,151,56,134,106,1,297,11,11,4,0,26,474,
2,Baldwin,Boddie,1381,32,76,19,0,127,130,225,161,0,516,8,10,4,0,22,665,
3,Baldwin,Courthouse,506,23,69,13,0,105,27,71,59,0,157,7,7,2,0,16,278,
4,Baldwin,Fire Dept,1481,36,140,30,0,206,85,331,249,0,665,11,17,8,0,36,907,
5,Baldwin,North Milledgeville,2211,128,517,150,1,796,119,418,233,0,770,19,36,8,0,63,1629,
6,Baldwin,Meriweather,2832,247,887,220,0,1354,106,430,211,0,747,19,40,13,0,72,2173,
7,Baldwin,East Baldwin,3826,275,1047,229,0,1551,166,601,303,0,1070,18,49,17,0,84,2705,
8,Baldwin,Scottsboro,1101,128,222,47,1,398,56,120,91,0,267,6,12,2,0,20,685,
9,Baldwin,North Baldwin,3515,306,1318,256,0,1880,77,367,265,0,709,11,51,18,0,80,2669,
10,Baldwin,West Baldwin,1862,167,451,98,0,716,97,279,190,0,566,8,19,9,0,36,1318,
11,Baldwin,East Hardwick,1313,41,65,22,0,128,113,200,177,0,490,15,5,6,0,26,644,
12,Baldwin,West Hardwick,2903,69,255,68,0,392,251,613,484,0,1348,5,33,9,0,47,1787,
13,Baldwin,Coopers,1574,264,414,68,0,746,56,137,104,0,297,11,12,6,0,29,1072,
