index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Baldwin,South Milledgeville,1259,36,108,35,0,179,91,306,186,0,583,6,1,2,0,9,771,
1,Baldwin,City Hall Annex,957,40,72,41,0,153,63,150,117,1,331,3,2,1,0,6,490,
2,Baldwin,Boddie,1381,36,77,21,0,134,131,247,169,0,547,5,1,0,0,6,687,
3,Baldwin,Courthouse,506,29,70,14,0,113,27,75,67,0,169,1,4,1,0,6,288,
4,Baldwin,Fire Dept,1481,41,140,31,0,212,92,365,254,0,711,3,1,6,0,10,933,
5,Baldwin,North Milledgeville,2211,128,519,145,1,793,136,468,255,0,859,6,11,5,0,22,1674,
6,Baldwin,Meriweather,2832,257,892,217,0,1366,114,479,238,0,831,6,17,3,0,26,2223,
7,Baldwin,East Baldwin,3826,292,1074,215,0,1581,175,651,333,0,1159,7,12,9,0,28,2768,
8,Baldwin,Scottsboro,1101,135,238,50,3,426,60,120,95,0,275,1,7,0,0,8,709,
9,Baldwin,North Baldwin,3515,311,1324,256,0,1891,89,431,290,0,810,5,19,0,0,24,2725,
10,Baldwin,West Baldwin,1862,170,461,100,0,731,108,298,198,0,604,5,12,2,0,19,1354,
11,Baldwin,East Hardwick,1313,46,69,25,0,140,124,213,183,0,520,6,3,3,0,12,672,
12,Baldwin,West Hardwick,2903,68,260,72,0,400,261,660,500,0,1421,6,11,5,0,22,1843,
13,Baldwin,Coopers,1574,284,432,68,0,784,56,149,115,0,320,3,6,1,0,10,1114,
